General POS,Detailed POS
VB.* DT.* NN.* PM.*,VBTS DTP NNP PMC
PR.*_CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* NN.* FW NN.* CC.* VB.* CC.* PR.* CC.* DT.* NN.* CC.* NN.* LM VB.* PM.*,PRI_CCP JJD_CCP NNC CCB NNC CCT NNP NNP FW NNP CCP VBTR CCB PRI CCT DTCP NNC CCB NNP LM VBTS PMC
CC.* CC.* NN.* CC.* NN.* PM.*,CCR CCT NNC CCB NNC PMC
DT.* NN.* NN.* PM.* NN.* PM.*,DTP NNP NNP PMS NNP PMC
DT.* PR.* CC.* DT.* PR.* LM VB.* CC.* CC.* NN.* CC.* NN.* PM.* PM.*,DTC PRQ CCT DTCP PRO LM VBTR CCP CCT NNC CCB NNC PMP PMS
DT.* NN.* CC.* VB.* NN.*_CC.* NN.* PM.* CD.* CC.* VB.* CC.* NN.* NN.* NN.* NN.* NN.* NN.* LM,DTC NNC CCP VBH NNC_CCP NNP PMS CDB CCP VBOF CCT NNP NNP NNP NNPA NNP NNPA LM
PM.*  PR.* LM RB.* CC.* VB.* CC.* RB.* RB.* JJ.* DT.* DT.* NN.*_CC.* PR.* PM.* PM.*,PMS  PRP LM RBD CCP VBTR CCT RBK RBQ JJD DTC DTCP NNC_CCP PRO PMP PMS
PM.*  CC.* CC.* VB.* PR.* DT.* NN.* CC.* DT.* JJ.*_CC.* NN.*_CC.* PR.* CC.* CC.* CC.* JJ.*_CC.* NN.* PM.*,PMS  CCT CCR VBW PRP DTC NNC CCB DTCP JJD_CCP NNC_CCP PRO CCT CCT CCB JJD_CCP NNC PMC
DT.* DT.* RB.*_CC.* NN.* RB.* CC.* DT.* JJ.* CC.* JJ.*_CC.* NN.* LM JJ.*_JJ.* VB.* RB.* RB.* JJ.*_CC.* NN.* CC.* DT.* PR.* PM.*,DTC DTCP RBW_CCP NNC RBR CCT DTCP JJD CCP JJD_CCP NNC LM JJCS_JJD VBOF RBK RBQ JJCS_CCP NNC CCB DTCP PRO PMP
DT.* JJ.*_CC.* NN.* CC.* NN.* NN.* NN.* FW NN.* NN.* NN.* CC.* DT.* NN.* NN.* LM RB.* CC.* CC.* NN.* PM.*,DTC JJN_CCP NNC CCB NNP NNP NNP FW NNP NNP NNP CCP DTP NNP NNP LM RBF CCB CCT NNC PMP
VB.* CC.* PR.* PR.* CC.* RB.*_CC.* JJ.* DT.* DT.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.*_CC.* NN.* NN.* PM.* PM.*,VBTF CCT PRSP PRO CCP RBD_CCP JJD DTC DTCP NNC CCA NNC CCT PRSP_CCP NNC_CCP NNP NNP PMP PMS
DT.* NN.* NN.* LM RB.* VB.* CC.* VB.*_VB.* CC.* JJ.* CC.* NN.* CC.* VB.* PR.* CC.* VB.*_CC.* NN.* CC.* PR.* LM RB.* CC.* PR.* DT.* VB.* PM.* PM.*,DTC NNP NNP LM RBF VBTR CCP VBTR_VBAF CCT JJD CCP NNC CCP VBTR PRP CCP VBN_CCP NNC CCA PRP LM RBT CCP PRP DTC VBTF PMP PMS
CD.* NN.* DT.* NN.* JJ.* CC.* NN.*_CC.* NN.* PM.*,CDB NNC DTC NNC JJC CCT NNC_CCP NNP PMP
DT.* NN.* NN.* CC.* NN.* NN.* CC.* RB.*_CC.* VB.* CC.* DT.* PR.* RB.*_CC.* NN.* CC.* CD.* NN.* PM.* NN.* CC.* NN.* CC.* NN.* NN.* NN.* FW NN.* NN.* NN.* LM VB.* CC.* NN.* DT.* VB.* CC.* NN.* NN.* NN.* NN.* CC.* NN.* NN.* CC.* CC.* CC.* PM.* FW DT.* NN.* CC.* NN.* NN.* NN.* FW NN.* NN.* NN.* LM VB.* DT.* NN.* NN.* PM.*,DTPP NNP NNP CCA NNP NNP CCP RBD_CCP VBTS CCB DTC PRI RBI_CCP NNC CCB CDB NNP PMS NNP CCP NNC CCP NNP NNP NNP FW NNP NNP NNP LM VBTS CCT NNC DTC VBTS CCB NNP NNP NNP NNP CCP NNP NNP CCR CCT CCT PMS FW DTC NNC CCB NNP NNP NNP FW NNP NNP NNP LM VBTS DTP NNP NNP PMP
DT.* JJ.*_CC.* NN.* CC.* JJ.*_CC.* NN.* LM DT.* NN.* CC.* RB.* CC.* NN.* DT.* NN.* CC.* NN.* NN.* LM VB.*_VB.* RB.* RB.* PM.*,DTC JJD_CCP NNC CCB JJN_CCP NNC LM DTC NNC CCP RBL CCT NNC DTPP NNP CCA NNP NNP LM VBTR_VBAF RBW RBW PMP
CC.* DT.* NN.*_CC.* PR.* LM VB.* PR.* LM JJ.*_CC.* NN.* CC.* NN.* PM.*,CCR DTC NNC_CCP PRO LM VBTF PRO LM JJD_CCP NNC CCT NNC PMSC
PR.* LM RB.* CC.* VB.* CC.* DT.* JJ.* CC.* JJ.*_CC.* NN.* DT.* NN.* LM VB.* RB.*_CC.* VB.* PR.* CC.*,PRP LM RBT CCP VBTR CCP DTC JJN CCT JJN_CCP NNC DTC NNPA LM VBOF RBI_CCP VBOF PRP CCT
VB.* CC.* NN.* NN.* DT.* VB.*_CC.* CC.* VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* CC.* PR.*_CC.* NN.* CC.* VB.* PR.* CC.* VB.*_CC.* NN.* DT.* NN.*_CC.* PR.* PM.*,VBTS CCB NNP NNP DTC VBOF_CCP CCA VBTS CCB JJD_CCP NNC CCB NNP NNP CCP DTP NNP NNP CCT PRI_CCP NNC CCP VBTR PRS CCP VBN_CCP NNC DTC NNC_CCP PRO PMP
DT.* NN.* NN.* DT.* PR.*_CC.* JJ.*_CC.* VB.* CC.* NN.* NN.* NN.* NN.* CC.* CC.* NN.* NN.* NN.* FW NN.* NN.* NN.* PM.*,DTC NNP NNP DTC PRS_CCP JJC_CCP VBTS CCB NNP NNP NNP NNP CCA CCB NNP NNP NNP FW NNP NNP NNP PMP
CC.* VB.* DT.* NN.* NN.* CC.* NN.* NN.* NN.* RB.* RB.* CC.* RB.* PM.*,CCP VBTR DTP NNP NNP CCA NNP NNP NNP RBW RBI CCT RBW PMP
PM.*  CC.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* NN.* NN.* NN.* CC.* CC.* NN.* NN.* NN.* FW NN.* NN.* NN.* PM.*,PMS  CCT NNC CCB JJC_CCP NNC CCP NNP NNP NNP NNP CCA CCB NNP NNP NNP FW NNP NNP NNP PMC
NN.* PM.*,NNP PMP
CC.* CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* LM DT.* RB.*_CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.*,CCB CCT DTCP JJD_CCP NNC CCB NNC LM DTC RBW_CCP NNP CCB NNPA CCP DTP NNP NNPA
DT.* NN.* NN.* NN.* PM.*,DTC NNP NNP NNP PMC
CC.* JJ.* CC.* NN.* LM VB.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* VB.*_VB.* CC.* JJ.*_CC.* PM.* NN.* CC.* NN.* JJ.* CC.* NN.* PM.*,CCT JJD CCB NNC LM VBTS DTC NNC CCA NNC CCP DTCP NNC CCP VBTR_VBAF CCT JJD_CCP PMS NNC CCB NNPA JJD CCT NNP PMC
DT.* JJ.* CC.* NN.* DT.* NN.* PM.*,DTC JJD CCP NNC DTP NNP PMC
NN.* PM.*,NNP PMC
NN.* ,NNPA 
JJ.*_CC.* NN.* NN.*,JJD_CCP NNP NNP
NN.* PM.*,NNP PMC
CC.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* PM.*,CCA DTC NNP CCB NNP CCP DTP NNP NNP PMP
DT.* NN.* NN.* NN.* NN.* LM NN.* CC.* NN.*_CC.* NN.* CC.* VB.* CD.* NN.*_CC.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.* PM.*,DTC NNP NNP NNP NNP LM NNC CCP NNC_CCP NNC CCA VBH CDB NNC_CCP NNC CCP VBTS CCT PRI_CCP NNC PMP
NN.* ,NNPA 
VB.* CC.* NN.* NN.* DT.* NN.* NN.* CC.* CD.* NN.* CC.* NN.* CD.* FW CC.* NN.* NN.* CC.* NN.* NN.* NN.* PM.*,VBTS CCB NNP NNP DTC NNP NNP CCB CDB NNC CCT NNP CDB FW CCB NNP NNP CCT NNP NNP NNP PMC
CC.* CC.* NN.* PM.*,CCB CCB NNP PMC
NN.* PM.* NN.* PM.*,NNP PMS NNCA PMC
NN.* PM.*,NNP PMC
VB.*_CC.* VB.* CC.* NN.* NN.* DT.* NN.* CC.* PR.*_CC.* VB.* CC.* NN.* CC.* VB.* DT.* PR.*_CC.* NN.* PM.*,VBS_CCP VBW CCB NNP NNP DTC NNP CCT PRSP_CCP VBTF CCP NNC CCB VBW DTC PRSP_CCP NNC PMP
CC.* VB.* DT.* PR.*_CC.* NN.* CC.* FW PM.* JJ.* CC.* NN.* PM.*,CCA VBTS DTC PRSP_CCP NNC CCT FW PMS JJD CCP NNC PMC
NN.* NN.* CC.* PR.* RB.*_CC.* RB.* JJ.*_CC.* NN.* PM.*,NNP NNP CCA PRI RBI_CCP RBF JJD_CCP NNC PMP
NN.* PM.*,NNP PMP
CC.* VB.* CC.* PR.* CC.* NN.* PM.*,CCA VBAF CCP PRS CCT NNC PMP
VB.* PM.* FW CC.* NN.* CC.* DT.* NN.*_CC.* RB.*_CC.* PM.* VB.* CC.* DT.* NN.* NN.* LM VB.* CC.* NN.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,VBTS PMS FW CCB NNP CCP DTC NNP_CCP RBI_CCP PMS VBTF CCP DTP NNP NNP LM VBTS CCB NNC CCT PRSP_CCP NNC CCT NNP CCT NNC CCB NNP PMC
VB.* PR.* CC.* RB.* VB.* CC.* PM.* PR.* CC.* DT.* JJ.*_CC.* NN.* CC.* PR.*_CC.* NN.* PM.* PM.*,VBTS PRS CCT RBI VBW CCP PMS PRO CCP DTC JJD_CCP NNC CCB PRSP_CCP NNC PMC PMS
DT.* NN.* LM VB.* VB.* DT.* CD.* NN.* CC.* NN.* CC.* RB.* CC.* NN.* PM.*,DTC NNC LM VBTS VBW DTC CDB NNC CCB NNC CCT RBW CCB NNP PMP
LM VB.* PM.* NN.*_CC.* RB.* CC.* NN.* NN.* FW NN.* FW PM.*,LM VBRF PMS NNC_CCP RBR CCT NNP NNP FW NNP FW PMP
VB.* PR.* CC.* FW PM.* NN.*_CC.* JJ.* CC.* VB.* JJ.* CC.* PR.*_CC.* NN.* CC.* PR.* CC.* DT.* JJ.* CC.* PR.*_CC.* NN.* PM.*,VBTS PRS CCT FW PMS NNC_CCP JJD CCP VBW JJD CCT PRSP_CCP NNC CCR PRO CCP DTC JJD CCT PRSP_CCP NNC PMP
VB.* PR.* PR.* PM.*,VBS PRS PRP PMC
CC.* RB.* CC.* NN.* CC.* NN.* FW FW NN.* NN.* PM.*,CCT RBW CCB NNC CCP NNP FW FW NNP NNP PMC
VB.* PR.*_CC.* NN.* DT.* JJ.*_CC.* NN.* CC.* NN.* PM.*,VBTS PRS_CCP NNC DTC JJN_CCP NNC CCB NNC PMC
CC.* VB.* PR.* CC.* PR.*_CC.* NN.* PM.*,CCA VBTR PRS CCT PRSP_CCP NNC PMC
PM.*  NN.* PR.* CC.* DT.* PR.*_CC.* NN.* PM.*,PMS  NNP PRS CCP DTC PRSP_CCP NNC PMSC
PR.* LM NN.* PM.*,PRS LM NNC PMSC
CC.* CC.* CC.* LM VB.* PR.* PM.* DT.* NN.* CC.* NN.* PM.*,CCT CCT CCT LM VBTS PRS PMS DTCP NNP CCA NNP PMC
CC.* RB.* PR.* CC.* RB.*_CC.* VB.* PM.* PM.*,CCT RBF PRS CCP RBD_CCP VBW PMP PMS
CC.* VB.* PR.*_CC.* NN.* RB.* NN.* PM.* PM.*,CCA VBTF PRS_CCP NNC RBW NNC PMP PMS
VB.* PR.* CC.* NN.* VB.* CC.* VB.* PR.* CC.* PR.*_CC.* NN.* PM.*,VBAF PRS CCT NNC VBW CCA VBOF PRS CCB PRSP_CCP NNC PMP
VB.* PR.* CC.* DT.* NN.* CC.* RB.* RB.* PR.* VB.* DT.* NN.* CC.* PR.*_CC.* VB.* PM.*,VBTS PRP CCT DTCP NNC CCP RBF RBI PRP VBTF DTC NNC CCB PRSP_CCP VBOF PMC
CC.* NN.* NN.* NN.* PM.*,CCP NNP NNP NNP PMC
CD.* RB.* PM.* CD.* PM.*,CDB RBW PMS CDB PMC
DT.* VB.* PM.*,DTC VBTS PMC
LM VB.* PM.* NN.* CC.* DT.* RB.*_CC.* PM.* VB.* LM VB.* CC.* NN.* CC.* NN.* PM.*,LM VBTS PMS NNC CCP DTC RBI_CCP PMS VBTF LM VBTS CCB NNC CCB NNC PMP
CC.* DT.* PR.*_CC.* PR.*_CC.* NN.* PM.*,CCB DTC PRSP_CCP PRI_CCP NNC PMC
CC.* PM.*,CCB PMC
CC.* VB.* NN.*_CC.* RB.*,CCP VBH NNC_CCP RBL
CC.* VB.* CC.* PR.* CC.* JJ.* CC.* PR.*_CC.* NN.* PM.*,CCR VBTS CCP PRS CCB JJCC CCT PRI_CCP NNC PMP
DT.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* PM.*,DTC NNP NNP CCB NNP CCP DTP NNP NNP NNP PMC
LM VB.* CC.* NN.* PR.*_CC.* NN.* VB.* VB.* DT.* NN.*_CC.* NN.* NN.* DT.* NN.* CC.* NN.* CC.* NN.*_CC.* NN.* PM.*,LM VBTS CCT NNC PRO_CCP NNP VBW VBOF DTP NNP_CCP NNP NNP DTC NNC CCB NNC CCT NNP_CCP NNP PMP
VB.* DT.* JJ.* PM.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* DT.* NN.* NN.* PM.*,VBW DTC JJD PMS JJD CCP NNC CCT NNC CCB NNC DTP NNP NNP PMC
CC.* RB.* DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* NN.* PM.*,CCB RBI DTC JJD_CCP NNC CCB NNC CCA NNC CCT CCR PMS NNC CCT NNC PMC
DT.* DT.* NN.* PM.*,DTC DTCP NNC PMC
CC.* RB.* DT.* NN.* CC.* NN.* CC.* NN.* LM VB.* CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.*,CCT RBI DTC NNP CCT NNP CCT NNC LM VBTS CCT PRI_CCP JJD_CCP NNC PMC
VB.* PM.* NN.* CC.* RB.* PR.* CC.* JJ.*_CC.* NN.*_CC.* VB.* RB.* RB.* RB.* VB.* DT.* VB.*_CC.* NN.* CC.* CC.* CD.* PM.*,VBTS PMS NNC CCP RBI PRS CCB JJD_CCP NNC_CCP VBTF RBW RBI RBI VBAF DTC VBTS_CCP NNC CCT CCT CDB PMP
VB.* DT.* NN.* DT.* NN.* RB.*_CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* PM.*,VBTR DTP NNP DTC NNC RBW_CCP NNP CCB VBW DTC NNC CCT NNC PMP
CC.* PR.*_CC.* VB.* CC.* DT.* NN.* CC.* PM.* VB.* CC.* JJ.* PM.* CC.* NN.* PM.*,CCT PRQ_CCP VBTS CCB DTCP NNC CCP PMS VBOF CCB JJD PMS CCP NNC PMP
LM VB.* CC.* NN.* CC.* NN.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* JJ.* PM.* CD.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,LM VBTS CCT NNC CCB NNP NNP CCP JJD_CCP NNC CCT NNP CCT CCR PMS NNC CCT JJN PMS CDB CCP NNC CCB NNP CCT NNP CCB NNP PMP
PR.*_CC.* RB.* CC.* JJ.* CC.* PM.* NN.* CC.* NN.* PM.* CC.* PR.*_CC.* NN.* CC.* VB.* CC.* PM.* NN.* NN.* NN.* PM.* PM.*,PRI_CCP RBW CCP JJC CCB PMS NNP CCB NNP PMS CCA PRI_CCP NNC CCP VBOF CCP PMS NNP NNP NNP PMS PMC
DT.* PR.*_CC.* RB.*_CC.* PM.* NN.* PM.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* JJ.*_CC.* NN.* PM.*,DTC PRSP_CCP RBI_CCP PMS NNC PMS NNC CCP NNC LM VBTR CCB NNC CCB JJD_CCP NNC PMP
CC.* DT.* PM.* NN.* PM.* CC.* JJ.*_CC.* NN.* PM.*,CCT DTC PMS NNP PMS CCT JJD_CCP NNC PMC
JJ.*_CC.* NN.* DT.* VB.* CC.* NN.*_CC.* JJ.* PM.* JJ.*_CC.* NN.* DT.* VB.* CC.* NN.* PM.*,JJN_CCP NNC DTC VBTS CCA NNC_CCP JJD PMS JJD_CCP NNC DTC VBTS CCT NNP PMC
LM VB.*_CC.* VB.* CC.* NN.* CC.* CC.* PR.*_CC.* DT.* NN.* PM.*,LM VBTS_CCP VBAF CCB NNC CCT CCT PRSP_CCP DTCP NNC PMP
VB.* PR.* CC.* DT.* NN.* CC.* NN.* PR.* RB.* JJ.*_CC.* NN.* PM.*,VBTR PRP CCB DTCP NNC CCT NNC PRO RBD JJN_CCP NNC PMP
DT.* NN.* LM VB.* CC.* CD.* CC.* NN.* PM.*,DTC NNC LM VBAF CCB CDB CCR NNC PMC
CC.* CC.* PR.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* RB.* CC.* VB.* CC.* PR.*_CC.* DT.* NN.* PM.*,CCB CCP PRL DTC NNC CCT NNC CCT DTCP NNC RBL CCT VBW CCB PRSP_CCP DTCP NNC PMP
CC.* RB.*_CC.* VB.* CC.* NN.* CC.* DT.* NN.* RB.* CC.* NN.* FW NN.* NN.* NN.* DT.* DT.* NN.* CC.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* PM.*,CCR RBD_CCP VBOF CCB NNC CCA DTCP NNC RBL CCT NNP FW NNP NNP NNP DTC DTCP NNC CCT DTCP NNC CCT VBAF CCT NNC CCB NNC PMC
DT.* NN.* LM VB.* CC.* CC.* RB.* LM RB.* NN.* CC.* NN.* FW NN.* NN.* NN.* NN.* PM.* NN.* NN.* PM.*,DTC NNC LM VBTS CCA CCT RBW LM RBL NNC CCB NNP FW NNP NNP NNPA NNP PMS NNPA NNPA PMP
DT.* DT.* NN.* LM VB.*_CC.* NN.*_CC.* VB.* PR.* PM.*,DTC DTCP NNC LM VBN_CCP NNC_CCP VBOF PRP PMC
DT.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* CC.* DT.* NN.* NN.* LM JJ.*_CC.* NN.* PM.*,DTC NNC CCB NNP CCP DTP NNP NNP LM VBTS CCP CCR DTC NNP NNP LM JJD_CCP NNC PMC
DT.* CD.* CC.* VB.* LM VB.* CC.* NN.* CC.* NN.* CC.* JJ.*_CC.* NN.* PM.*,DTC CDB CCP VBTS LM VBTS CCT NNC CCB NNC CCT JJC_CCP NNC PMP
DT.* DT.* JJ.* CC.* NN.* LM VB.* CC.* JJ.* RB.* PM.*,DTC DTCP JJC CCP NNC LM VBTS CCP JJD RBI PMC
CC.* PR.* PM.* FW,CCA PRS PMS FW
PR.* LM VB.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* NN.* NN.* FW NN.* NN.* NN.* NN.* NN.* PM.*,PRP LM VBAF CCB NNC CCP DTC NNP NNP NNP NNP NNP FW NNP NNP NNP NNP NNP PMC
PM.* ,PMS 
VB.* CC.* JJ.*_CC.* PM.* NN.* CC.* DT.* NN.* NN.* PM.* PR.* CC.* DT.* VB.* CC.* NN.* PM.* NN.* LM RB.* JJ.* PM.*,VBTS CCB JJN_CCP PMS NNC CCP DTP NNP NNP PMS PRO CCP DTC VBTS CCB NNP PMS NNPA LM RBF JJD PMC
LM RB.* RB.* VB.* CC.* JJ.* PM.* NN.* CC.*,LM RBF RBW VBOF CCB JJCS PMS NNC CCA
DT.* NN.* LM RB.* CC.* VB.* DT.* JJ.*_CC.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,DTC NNP LM RBD CCP VBTR DTC JJD_CCP PMS NNC CCB NNC CCT NNC CCB PRI_CCP NNC PMC
CC.* VB.* RB.* PR.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* LM VB.* CC.* VB.* DT.* DT.* NN.*_CC.* VB.* NN.* CC.* NN.*_CC.* VB.* CC.* NN.* NN.* PM.*,CCA VBOF RBI PRS DTC NNC CCB VBW CCR DTC NNC LM VBTR CCP VBW DTC DTCP NNC_CCP VBH NNC CCT NNC_CCP VBTS CCT NNP NNP PMP
CC.* NN.* CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.*,CCT NNC CCB PRSP_CCP JJD_CCP NNP PMC
JJ.*_CC.* NN.* CC.* NN.* NN.* CC.* NN.* PM.*,JJN_CCP NNC CCB NNC NNC CCT NNP PMP
CC.* NN.* PM.*,CCT NNP PMC
NN.* PM.*,NNP PMP
PR.*_CC.* NN.* DT.* VB.* NN.* CC.* RB.* VB.* VB.* DT.* NN.* CC.* NN.* NN.* CC.* NN.* CC.* NN.* CC.* JJ.* CC.* NN.* NN.* PM.*,PRI_CCP NNC DTC VBTS NNP CCB RBW VBW VBW DTC NNC CCT NNC NNC CCT NNC CCB NNC CCP JJD CCT NNP NNP PMC
RB.* RB.* VB.* DT.* NN.* CC.* PR.*_CC.* NN.*_CC.* NN.* CC.* VB.* CC.* JJ.* PM.*,RBK RBQ VBTS DTC NNC CCB PRI_CCP NNC_CCP NNC CCP VBTS CCB JJD PMP
VB.*_CC.* PR.*_CC.* NN.* DT.* VB.*_CC.* VB.* CC.* NN.* PM.* PM.*,VBN_CCP PRI_CCP NNC DTC VBTR_CCP VBTS CCT NNC PMP PMS
VB.* DT.* NN.*_CC.* NN.* RB.* CC.* NN.* CC.* NN.* NN.* PM.*,VBOF DTC NNC_CCP NNC RBL CCT NNC CCB NNP NNP PMC
VB.* CC.* PR.*_CC.* NN.* PM.*,VBTS CCB PRI_CCP NNC PMS
PM.*  DT.* VB.* CC.* NN.* LM VB.* NN.* CC.* JJ.* CC.* NN.* PM.*,PMS  DTC VBTS CCP NNC LM VBH NNC CCP JJC CCT NNC PMC
DT.* NN.* LM VB.* CC.* JJ.*_CC.* NN.* CC.* DT.* NN.* CC.* RB.* JJ.*_CC.* NN.* CC.* NN.* NN.* PM.*,DTC NNC LM VBTS CCB JJD_CCP NNC CCB DTCP NNC CCP RBL JJD_CCP NNP CCB NNP NNP PMP
PM.*  DT.* DT.* NN.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* LM RB.* VB.* PM.* PM.*,PMS  DTC DTCP NNC RBL CCT NNC CCB NNC CCA NNC LM RBL VBRF PMP PMS
DT.* DT.* JJ.*_CC.* NN.*_CC.* JJ.* CC.* VB.* CC.* NN.* CC.* NN.* LM VB.* CC.* DT.* NN.* CC.* NN.* NN.* NN.* FW FW NN.* PM.* NN.* NN.* FW NN.* NN.* NN.* NN.* PM.*,DTC DTCP JJD_CCP NNC_CCP JJD CCP VBTR CCT NNC CCB NNP LM VBTS CCB DTCP NNC CCB NNP NNP NNP FW FW NNP PMS NNCA NNP FW NNP NNPA NNPA NNPA PMP
VB.* CC.* NN.* NN.* CC.* VB.* CC.* PR.*_CC.* VB.* CC.* VB.*_CC.* NN.* PM.*,VBTS CCB NNP NNP CCP VBN CCB PRI_CCP VBTS CCT VBTS_CCP NNC PMP
VB.* CC.* NN.* NN.* PM.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* DT.* VB.* CC.* NN.* PM.*,VBTS CCB NNP NNP PMS NNC CCB NNP CCP PRI_CCP NNC DTC VBTS CCT NNC PMP
PR.*_CC.* NN.* CC.* CC.* NN.* NN.* DT.* VB.* CC.* VB.* PR.*_CC.* VB.* DT.* CD.* CC.* CD.* CC.* NN.*_CC.* NN.* CC.*_CC.* DT.* NN.* NN.* LM VB.* CC.* CC.* PM.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.* PM.*,PRI_CCP NNC CCT CCT NNP NNP DTC VBTS CCP VBTR PRP_CCP VBW DTC CDB CCT CDB CCP NNC_CCP NNC CCT_CCP DTC NNP NNP LM VBTR CCT CCR PMS NNC CCB JJD CCP NNC CCB NNC PMP
PM.*  DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* PM.* PM.*,PMS  DTC NNC LM VBTS CCT NNC CCB NNC PMC PMS
RB.* CC.* NN.* PM.*,RBR CCT NNC PMP
CC.* VB.* VB.* DT.* NN.* CC.* NN.* PM.*,CCP VBTR VBW DTC NNC CCT NNC PMP
DT.* NN.* LM VB.* JJ.*_CC.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* LM VB.* DT.* NN.* NN.* NN.* PM.*,DTC NNP LM VBH JJD_CCP NNC CCT JJD_CCP NNC CCA NNC CCB NNP CCA PRO LM VBTR DTP NNP NNP NNP PMC
PR.*_CC.* NN.* CC.* NN.* PM.*,PRI_CCP NNC CCB NNPA PMP
VB.* PR.* CC.* DT.* DT.* NN.* LM VB.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* DT.* VB.* CC.* NN.* PM.*,VBTS PRS CCP DTC DTCP NNC LM VBTR CCP VBAF CCB NNC CCA NNC CCT DTCP VBTF CCP NNC PMC
NN.* RB.*_CC.* JJ.*_CC.* NN.* PM.*,NNP RBW_CCP JJD_CCP NNP PMP
VB.* DT.* NN.* NN.* CC.* NN.*_CC.* PR.* CC.* VB.* CD.* NN.* CD.* PM.*,VBTS DTC NNP NNP CCT NNC_CCP PRO CCP VBH CDB NNC CDB PMC
VB.* CC.* NN.* DT.* JJ.*_CC.* NN.* NN.* CC.* NN.* CC.* NN.* NN.* NN.* CC.* NN.* PM.*,VBTS CCB NNP DTC JJN_CCP NNC NNC CCB NNC CCT NNP NNP NNP CCT NNP PMC
VB.* PM.*,VBW PMC
DT.* JJ.*_CC.* VB.* CC.* DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* NN.* NN.* CC.* NN.* NN.* PM.*,DTC JJN_CCP VBW CCB DTCP NNC LM VBTR CCT NNC CCB NNP NNP NNP CCA NNP NNP PMP
CC.* VB.* NN.*_CC.* CD.* NN.* PM.*,CCP VBH NNC_CCP CDB NNC PMP
DT.* NN.*_CC.* JJ.* CC.* NN.* PM.* NN.* LM VB.* CC.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* VB.* VB.* DT.* NN.* CC.* DT.* NN.* PM.*,DTC NNC_CCP JJD CCP NNP PMS NNP LM VBTS CCP RBW CCT NNC CCB NNP CCA NNP VBW VBW DTC NNC CCB DTCP NNC PMP
VB.* CC.* CD.* NN.* DT.* NN.* VB.* LM CD.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* PM.*,VBTS CCB CDB NNC DTC NNP VBW LM CDB CCT JJD_CCP JJD_CCP NNC PMP
PR.* DT.* VB.* CC.* NN.* CC.* CD.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* CC.* NN.* RB.* VB.* DT.* NN.* PM.*,PRP DTC VBTR CCT NNC CCP CDB CCT JJN_CCP JJD_CCP NNC CCB NNC RBW VBW DTC NNP PMP
DT.* NN.* DT.* VB.* VB.* DT.* CD.* NN.* CC.* DT.* JJ.*_CC.* NN.* PM.*,DTC NNP DTC VBTS VBW DTC CDB NNC CCB DTC JJD_CCP NNC PMP
DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* CD.* VB.* DT.* NN.* NN.* NN.* CD.* PM.*,DTC JJD_CCP NNC CCT NNC CCB NNC PMS NNP CDB VBTS DTC NNP NNP NNP CDB PMP
