Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
402156,LM JJ.* CC.* CC.*,115.0,.* .* .* .*,.* JJ.* CC.* CC.*,Only Rough POS
402157,CC.* CC.* DT.* VB.*_PM.*,8.0,.* .* .* .*,CC.* CC.* DT.* VB.*_PM.*,Only Rough POS
402158,LM RB.* JJ.* RB.*,46.0,.* .* .* .*,.* RB.* JJ.* RB.*,Only Rough POS
402159,RB.* JJ.* RB.* CC.*,16.0,.* .* .* .*,RB.* JJ.* RB.* CC.*,Only Rough POS
402160,PR.* VB.* PR.* PR.*,2.0,.* .* .* .*,PR.* VB.* PR.* PR.*,Only Rough POS
402161,VB.* JJ.* CC.* NN.*_PM.*,35.0,.* .* .* .*,VB.* JJ.* CC.* NN.*_PM.*,Only Rough POS
402162,NN.* DT.* PM.* CD.*,1.0,.* .* .* .*,NN.* DT.* PM.* CD.*,Only Rough POS
402163,DT.* PM.* CD.* NN.*,6.0,.* .* .* .*,DT.* PM.* CD.* NN.*,Only Rough POS
402164,PM.* CD.* NN.* NN.*,24.0,.* .* .* .*,PM.* CD.* NN.* NN.*,Only Rough POS
402165,NN.* RB.* NN.* RB.*,17.0,.* .* .* .*,NN.* RB.* NN.* RB.*,Only Rough POS
402166,RB.* NN.* RB.* CC.*,25.0,.* .* .* .*,RB.* NN.* RB.* CC.*,Only Rough POS
402167,CD.* CC.* DT.* VB.*_PM.*,3.0,.* .* .* .*,CD.* CC.* DT.* VB.*_PM.*,Only Rough POS
402168,NN.* NN.* CC.* CD.*,15.0,.* .* .* .*,NN.* NN.* CC.* CD.*,Only Rough POS
402169,VB.* PM.* NN.* LM,463.0,.* .* .* .*,VB.* PM.* NN.* .*,Only Rough POS
402170,DT.* VB.* NN.* LM,268.0,.* .* .* .*,DT.* VB.* NN.* .*,Only Rough POS
402171,CC.* RB.* CC.* PR.*_PM.*,2.0,.* .* .* .*,CC.* RB.* CC.* PR.*_PM.*,Only Rough POS
402172,RB.* CC.* PR.*_PM.* FW,11.0,.* .* .* .*,RB.* CC.* PR.*_PM.* .*,Only Rough POS
402173,CC.* NN.* CC.* FW_PM.*,34.0,.* .* .* .*,CC.* NN.* CC.* FW_PM.*,Only Rough POS
402174,JJ.* PR.* CC.* DT.*,9.0,.* .* .* .*,JJ.* PR.* CC.* DT.*,Only Rough POS
402175,DT.* VB.* LM JJ.*,153.0,.* .* .* .*,DT.* VB.* .* JJ.*,Only Rough POS
402176,VB.* LM JJ.* CC.*,815.0,.* .* .* .*,VB.* .* JJ.* CC.*,Only Rough POS
402177,NN.* RB.* CD.* DT.*,1.0,.* .* .* .*,NN.* RB.* CD.* DT.*,Only Rough POS
402178,RB.* CD.* DT.* NN.*,3.0,.* .* .* .*,RB.* CD.* DT.* NN.*,Only Rough POS
402179,CC.* PR.* CC.* PM.*,26.0,.* .* .* .*,CC.* PR.* CC.* PM.*,Only Rough POS
402180,PR.* CC.* PM.* JJ.*,6.0,.* .* .* .*,PR.* CC.* PM.* JJ.*,Only Rough POS
402181,PR.* LM JJ.* PM.*,26.0,.* .* .* .*,PR.* .* JJ.* PM.*,Only Rough POS
402182,LM JJ.* PM.* JJ.*,74.0,.* .* .* .*,.* JJ.* PM.* JJ.*,Only Rough POS
402183,DT.* PR.* CC.* JJ.*,20.0,.* .* .* .*,DT.* PR.* CC.* JJ.*,Only Rough POS
402184,NN.* CC.* PR.* PR.*_PM.*,2.0,.* .* .* .*,NN.* CC.* PR.* PR.*_PM.*,Only Rough POS
402185,JJ.* JJ.* CC.* FW,284.0,.* .* .* .*,JJ.* JJ.* CC.* .*,Only Rough POS
402186,CC.* VB.* LM CC.*,1226.0,.* .* .* .*,CC.* VB.* .* CC.*,Only Rough POS
402187,VB.* LM CC.* NN.*,1593.0,.* .* .* .*,VB.* .* CC.* NN.*,Only Rough POS
402188,LM CC.* NN.* CC.*,7233.0,.* .* .* .*,.* CC.* NN.* CC.*,Only Rough POS
402189,NN.* CC.* NN.* FW_PM.*,19.0,.* .* .* .*,NN.* CC.* NN.* FW_PM.*,Only Rough POS
402190,NN.* CC.* CC.* NN.*_PM.*,76.0,.* .* .* .*,NN.* CC.* CC.* NN.*_PM.*,Only Rough POS
402191,CC.* VB.* RB.* PR.*_PM.*,2.0,.* .* .* .*,CC.* VB.* RB.* PR.*_PM.*,Only Rough POS
402192,VB.* DT.* DT.* RB.*,3.0,.* .* .* .*,VB.* DT.* DT.* RB.*,Only Rough POS
402193,DT.* DT.* RB.* NN.*,7.0,.* .* .* .*,DT.* DT.* RB.* NN.*,Only Rough POS
402194,DT.* RB.* NN.* NN.*,5.0,.* .* .* .*,DT.* RB.* NN.* NN.*,Only Rough POS
402195,RB.* NN.* NN.* LM,51.0,.* .* .* .*,RB.* NN.* NN.* .*,Only Rough POS
402196,NN.* NN.* LM PR.*,235.0,.* .* .* .*,NN.* NN.* .* PR.*,Only Rough POS
402197,LM PR.* RB.* CC.*,110.0,.* .* .* .*,.* PR.* RB.* CC.*,Only Rough POS
402198,PR.* RB.* CC.* VB.*_PM.*,2.0,.* .* .* .*,PR.* RB.* CC.* VB.*_PM.*,Only Rough POS
402199,JJ.* NN.* NN.* FW,214.0,.* .* .* .*,JJ.* NN.* NN.* .*,Only Rough POS
402200,NN.* FW LM JJ.*,2356.0,.* .* .* .*,NN.* .* .* JJ.*,Only Rough POS
402201,RB.* JJ.* CC.* RB.*,6.0,.* .* .* .*,RB.* JJ.* CC.* RB.*,Only Rough POS
402202,JJ.* CC.* RB.* PM.*,13.0,.* .* .* .*,JJ.* CC.* RB.* PM.*,Only Rough POS
402203,CC.* RB.* PM.* FW,91.0,.* .* .* .*,CC.* RB.* PM.* .*,Only Rough POS
402204,RB.* PM.* FW CC.*,129.0,.* .* .* .*,RB.* PM.* .* CC.*,Only Rough POS
402205,NN.* LM RB.* DT.*,195.0,.* .* .* .*,NN.* .* RB.* DT.*,Only Rough POS
402206,VB.* CC.* PR.* FW_PM.*,1.0,.* .* .* .*,VB.* CC.* PR.* FW_PM.*,Only Rough POS
402207,DT.* NN.* VB.* VB.*,11.0,.* .* .* .*,DT.* NN.* VB.* VB.*,Only Rough POS
402208,DT.* NN.* PM.* JJ.*,28.0,.* .* .* .*,DT.* NN.* PM.* JJ.*,Only Rough POS
402209,NN.* RB.* LM VB.*,316.0,.* .* .* .*,NN.* RB.* .* VB.*,Only Rough POS
402210,RB.* LM VB.* RB.*,101.0,.* .* .* .*,RB.* .* VB.* RB.*,Only Rough POS
402211,JJ.* CC.* PR.* LM,212.0,.* .* .* .*,JJ.* CC.* PR.* .*,Only Rough POS
402212,CC.* PR.* LM JJ.*_PM.*,14.0,.* .* .* .*,CC.* PR.* .* JJ.*_PM.*,Only Rough POS
402213,DT.* NN.* PM.* CC.*,11.0,.* .* .* .*,DT.* NN.* PM.* CC.*,Only Rough POS
402214,NN.* PM.* CC.* RB.*,5.0,.* .* .* .*,NN.* PM.* CC.* RB.*,Only Rough POS
402215,RB.* LM JJ.* CC.*,302.0,.* .* .* .*,RB.* .* JJ.* CC.*,Only Rough POS
402216,LM JJ.* CC.* DT.*,364.0,.* .* .* .*,.* JJ.* CC.* DT.*,Only Rough POS
402217,JJ.* CC.* DT.* VB.*,31.0,.* .* .* .*,JJ.* CC.* DT.* VB.*,Only Rough POS
402218,VB.* RB.* NN.* NN.*,8.0,.* .* .* .*,VB.* RB.* NN.* NN.*,Only Rough POS
402219,RB.* NN.* NN.* PM.*,3.0,.* .* .* .*,RB.* NN.* NN.* PM.*,Only Rough POS
402220,NN.* NN.*_PM.* CC.* NN.*,6.0,.* .* .* .*,NN.* NN.*_PM.* CC.* NN.*,Only Rough POS
402221,NN.*_PM.* CC.* NN.* CC.*,18.0,.* .* .* .*,NN.*_PM.* CC.* NN.* CC.*,Only Rough POS
402222,LM VB.* DT.* DT.*,531.0,.* .* .* .*,.* VB.* DT.* DT.*,Only Rough POS
402223,FW CC.* VB.* DT.*,1576.0,.* .* .* .*,.* CC.* VB.* DT.*,Only Rough POS
402224,PR.* CC.* JJ.* LM,222.0,.* .* .* .*,PR.* CC.* JJ.* .*,Only Rough POS
402225,RB.* NN.* CC.* PR.*,55.0,.* .* .* .*,RB.* NN.* CC.* PR.*,Only Rough POS
402226,CC.* CC.* NN.* LM_PM.*,2.0,.* .* .* .*,CC.* CC.* NN.* LM_PM.*,Only Rough POS
402227,CC.* NN.* LM_PM.* JJ.*,5.0,.* .* .* .*,CC.* NN.* LM_PM.* JJ.*,Only Rough POS
402228,JJ.* CC.* VB.*_PM.* CC.*,2.0,.* .* .* .*,JJ.* CC.* VB.*_PM.* CC.*,Only Rough POS
402229,VB.*_PM.* CC.* DT.* NN.*,2.0,.* .* .* .*,VB.*_PM.* CC.* DT.* NN.*,Only Rough POS
402230,CC.* VB.* RB.* RB.*_PM.*,7.0,.* .* .* .*,CC.* VB.* RB.* RB.*_PM.*,Only Rough POS
402231,PR.* CC.* NN.* LM,371.0,.* .* .* .*,PR.* CC.* NN.* .*,Only Rough POS
402232,RB.* JJ.* RB.* VB.*,4.0,.* .* .* .*,RB.* JJ.* RB.* VB.*,Only Rough POS
402233,JJ.* RB.* VB.* DT.*,12.0,.* .* .* .*,JJ.* RB.* VB.* DT.*,Only Rough POS
402234,DT.* PR.* JJ.* CC.*,43.0,.* .* .* .*,DT.* PR.* JJ.* CC.*,Only Rough POS
402235,PR.* JJ.* CC.* RB.*,5.0,.* .* .* .*,PR.* JJ.* CC.* RB.*,Only Rough POS
402236,CC.* RB.* JJ.* NN.*_PM.*,15.0,.* .* .* .*,CC.* RB.* JJ.* NN.*_PM.*,Only Rough POS
402237,DT.* NN.* CC.* JJ.*_PM.*,11.0,.* .* .* .*,DT.* NN.* CC.* JJ.*_PM.*,Only Rough POS
402238,CC.* VB.* NN.* LM,699.0,.* .* .* .*,CC.* VB.* NN.* .*,Only Rough POS
402239,VB.* NN.* LM RB.*,69.0,.* .* .* .*,VB.* NN.* .* RB.*,Only Rough POS
402240,NN.* LM RB.* VB.*_PM.*,56.0,.* .* .* .*,NN.* .* RB.* VB.*_PM.*,Only Rough POS
402241,DT.* DT.* NN.* LM_PM.*,4.0,.* .* .* .*,DT.* DT.* NN.* LM_PM.*,Only Rough POS
402242,PR.* VB.* DT.* RB.*,4.0,.* .* .* .*,PR.* VB.* DT.* RB.*,Only Rough POS
402243,VB.* DT.* RB.* CC.*,11.0,.* .* .* .*,VB.* DT.* RB.* CC.*,Only Rough POS
402244,VB.* CC.*_PM.* PR.* NN.*,1.0,.* .* .* .*,VB.* CC.*_PM.* PR.* NN.*,Only Rough POS
402245,PR.* NN.* LM CC.*,453.0,.* .* .* .*,PR.* NN.* .* CC.*,Only Rough POS
402246,NN.* LM CC.* JJ.*,480.0,.* .* .* .*,NN.* .* CC.* JJ.*,Only Rough POS
402247,DT.* NN.* FW NN.*,2599.0,.* .* .* .*,DT.* NN.* .* NN.*,Only Rough POS
402248,FW NN.* LM JJ.*,2999.0,.* .* .* .*,.* NN.* .* JJ.*,Only Rough POS
402249,LM JJ.* VB.* JJ.*,20.0,.* .* .* .*,.* JJ.* VB.* JJ.*,Only Rough POS
402250,JJ.* VB.* JJ.* CC.*,10.0,.* .* .* .*,JJ.* VB.* JJ.* CC.*,Only Rough POS
402251,VB.* CC.* FW PM.*,421.0,.* .* .* .*,VB.* CC.* .* PM.*,Only Rough POS
402252,CC.* FW PM.* NN.*,622.0,.* .* .* .*,CC.* .* PM.* NN.*,Only Rough POS
402253,FW PM.* NN.* NN.*,98.0,.* .* .* .*,.* PM.* NN.* NN.*,Only Rough POS
402254,DT.* NN.* NN.* LM_PM.*,4.0,.* .* .* .*,DT.* NN.* NN.* LM_PM.*,Only Rough POS
402255,NN.* NN.* LM_PM.* VB.*_PM.*,2.0,.* .* .* .*,NN.* NN.* LM_PM.* VB.*_PM.*,Only Rough POS
402256,NN.* LM_PM.* VB.*_PM.* CC.*,4.0,.* .* .* .*,NN.* LM_PM.* VB.*_PM.* CC.*,Only Rough POS
402257,DT.* JJ.* JJ.* PM.*,8.0,.* .* .* .*,DT.* JJ.* JJ.* PM.*,Only Rough POS
402258,JJ.* JJ.* PM.* NN.*,9.0,.* .* .* .*,JJ.* JJ.* PM.* NN.*,Only Rough POS
402259,CC.* CC.* NN.* CD.*,9.0,.* .* .* .*,CC.* CC.* NN.* CD.*,Only Rough POS
402260,CC.* NN.* CD.* NN.*,27.0,.* .* .* .*,CC.* NN.* CD.* NN.*,Only Rough POS
402261,CD.* NN.* NN.* PM.*,4.0,.* .* .* .*,CD.* NN.* NN.* PM.*,Only Rough POS
402262,NN.* NN.* PM.* CD.*,19.0,.* .* .* .*,NN.* NN.* PM.* CD.*,Only Rough POS
402263,NN.* PM.* CD.* NN.*,18.0,.* .* .* .*,NN.* PM.* CD.* NN.*,Only Rough POS
402264,CD.* NN.* NN.* RB.*,31.0,.* .* .* .*,CD.* NN.* NN.* RB.*,Only Rough POS
402265,NN.* PM.* LM VB.*,52.0,.* .* .* .*,NN.* PM.* .* VB.*,Only Rough POS
402266,PM.* LM VB.* CC.*,190.0,.* .* .* .*,PM.* .* VB.* CC.*,Only Rough POS
402267,NN.* CC.* VB.* CC.*_PM.*,17.0,.* .* .* .*,NN.* CC.* VB.* CC.*_PM.*,Only Rough POS
402268,VB.* CC.* NN.* RB.*_PM.*,10.0,.* .* .* .*,VB.* CC.* NN.* RB.*_PM.*,Only Rough POS
402269,NN.* DT.* NN.* PR.*_PM.*,3.0,.* .* .* .*,NN.* DT.* NN.* PR.*_PM.*,Only Rough POS
402270,PR.* NN.* RB.* LM,305.0,.* .* .* .*,PR.* NN.* RB.* .*,Only Rough POS
402271,VB.* PR.* PR.* NN.*,7.0,.* .* .* .*,VB.* PR.* PR.* NN.*,Only Rough POS
402272,NN.* LM DT.* NN.*,1728.0,.* .* .* .*,NN.* .* DT.* NN.*,Only Rough POS
402273,LM DT.* NN.* NN.*_PM.*,744.0,.* .* .* .*,.* DT.* NN.* NN.*_PM.*,Only Rough POS
402274,CC.* PR.* RB.* CC.*,20.0,.* .* .* .*,CC.* PR.* RB.* CC.*,Only Rough POS
402275,PR.* RB.* CC.* DT.*,16.0,.* .* .* .*,PR.* RB.* CC.* DT.*,Only Rough POS
402276,LM JJ.* CC.* NN.*_PM.*,547.0,.* .* .* .*,.* JJ.* CC.* NN.*_PM.*,Only Rough POS
402277,VB.* NN.* NN.* CC.*,26.0,.* .* .* .*,VB.* NN.* NN.* CC.*,Only Rough POS
402278,CC.* PR.* LM VB.*_PM.*,48.0,.* .* .* .*,CC.* PR.* .* VB.*_PM.*,Only Rough POS
402279,PR.* VB.* LM DT.*,110.0,.* .* .* .*,PR.* VB.* .* DT.*,Only Rough POS
402280,CC.* CC.* CD.* CC.*,3.0,.* .* .* .*,CC.* CC.* CD.* CC.*,Only Rough POS
402281,CD.* CC.* NN.* PR.*,14.0,.* .* .* .*,CD.* CC.* NN.* PR.*,Only Rough POS
402282,CC.* DT.* PR.* PM.*,2.0,.* .* .* .*,CC.* DT.* PR.* PM.*,Only Rough POS
402283,PR.* PM.* NN.* CC.*,28.0,.* .* .* .*,PR.* PM.* NN.* CC.*,Only Rough POS
402284,PR.* CC.* VB.* PR.*,44.0,.* .* .* .*,PR.* CC.* VB.* PR.*,Only Rough POS
402285,NN.* NN.* RB.* RB.*,17.0,.* .* .* .*,NN.* NN.* RB.* RB.*,Only Rough POS
402286,RB.* RB.* DT.* CD.*,5.0,.* .* .* .*,RB.* RB.* DT.* CD.*,Only Rough POS
402287,RB.* DT.* CD.* PM.*,2.0,.* .* .* .*,RB.* DT.* CD.* PM.*,Only Rough POS
402288,PM.*_ VB.* DT.* NN.*,7332.0,.* .* .*,VB.* DT.* NN.*,Only Rough POS
402289,CC.* RB.* DT.* PM.*,2.0,.* .* .* .*,CC.* RB.* DT.* PM.*,Only Rough POS
402290,RB.* DT.* PM.* RB.*,8.0,.* .* .* .*,RB.* DT.* PM.* RB.*,Only Rough POS
402291,DT.* PM.* RB.* CC.*,7.0,.* .* .* .*,DT.* PM.* RB.* CC.*,Only Rough POS
402292,PM.* RB.* CC.* DT.*,12.0,.* .* .* .*,PM.* RB.* CC.* DT.*,Only Rough POS
402293,CC.* DT.* PR.* JJ.*,21.0,.* .* .* .*,CC.* DT.* PR.* JJ.*,Only Rough POS
402294,DT.* PR.* JJ.* DT.*,4.0,.* .* .* .*,DT.* PR.* JJ.* DT.*,Only Rough POS
402295,RB.* DT.*_PM.* NN.* LM,2.0,.* .* .* .*,RB.* DT.*_PM.* NN.* .*,Only Rough POS
402296,DT.*_PM.* NN.* LM VB.*,4.0,.* .* .* .*,DT.*_PM.* NN.* .* VB.*,Only Rough POS
402297,VB.* RB.* DT.* NN.*_PM.*,9.0,.* .* .* .*,VB.* RB.* DT.* NN.*_PM.*,Only Rough POS
402298,PM.*_ DT.* NN.* CC.*,14128.0,.* .* .*,DT.* NN.* CC.*,Only Rough POS
402299,NN.* LM JJ.* PR.*,36.0,.* .* .* .*,NN.* .* JJ.* PR.*,Only Rough POS
402300,JJ.* PR.* VB.* DT.*,4.0,.* .* .* .*,JJ.* PR.* VB.* DT.*,Only Rough POS
402301,PR.* VB.* DT.* DT.*,19.0,.* .* .* .*,PR.* VB.* DT.* DT.*,Only Rough POS
402302,DT.* DT.* JJ.* DT.*,3.0,.* .* .* .*,DT.* DT.* JJ.* DT.*,Only Rough POS
402303,NN.* DT.* PR.* JJ.*,25.0,.* .* .* .*,NN.* DT.* PR.* JJ.*,Only Rough POS
402304,DT.* PR.* JJ.* JJ.*,5.0,.* .* .* .*,DT.* PR.* JJ.* JJ.*,Only Rough POS
402305,PM.*_ DT.* VB.* PR.*,303.0,.* .* .*,DT.* VB.* PR.*,Only Rough POS
402306,DT.* VB.* PR.* LM,67.0,.* .* .* .*,DT.* VB.* PR.* .*,Only Rough POS
402307,VB.* PR.* LM RB.*,115.0,.* .* .* .*,VB.* PR.* .* RB.*,Only Rough POS
402308,LM RB.* RB.* RB.*,116.0,.* .* .* .*,.* RB.* RB.* RB.*,Only Rough POS
402309,RB.* RB.* RB.* CC.*,7.0,.* .* .* .*,RB.* RB.* RB.* CC.*,Only Rough POS
402310,CC.* NN.* PM.* CC.*,18.0,.* .* .* .*,CC.* NN.* PM.* CC.*,Only Rough POS
402311,NN.* PM.* CC.* PR.*,5.0,.* .* .* .*,NN.* PM.* CC.* PR.*,Only Rough POS
402312,PR.* PR.* LM VB.*,31.0,.* .* .* .*,PR.* PR.* .* VB.*,Only Rough POS
402313,CC.* JJ.* CC.* PR.*_PM.*,7.0,.* .* .* .*,CC.* JJ.* CC.* PR.*_PM.*,Only Rough POS
402314,PM.* JJ.* CC.* VB.*,38.0,.* .* .* .*,PM.* JJ.* CC.* VB.*,Only Rough POS
402315,JJ.* CC.* PR.* PM.*,2.0,.* .* .* .*,JJ.* CC.* PR.* PM.*,Only Rough POS
402316,CC.* PR.* PM.* NN.*,13.0,.* .* .* .*,CC.* PR.* PM.* NN.*,Only Rough POS
402317,DT.* DT.* CC.* PM.*,13.0,.* .* .* .*,DT.* DT.* CC.* PM.*,Only Rough POS
402318,NN.* RB.* VB.* RB.*,10.0,.* .* .* .*,NN.* RB.* VB.* RB.*,Only Rough POS
402319,RB.* VB.* RB.* CD.*,5.0,.* .* .* .*,RB.* VB.* RB.* CD.*,Only Rough POS
402320,VB.* RB.* CD.* NN.*,10.0,.* .* .* .*,VB.* RB.* CD.* NN.*,Only Rough POS
402321,JJ.* NN.* VB.* LM,87.0,.* .* .* .*,JJ.* NN.* VB.* .*,Only Rough POS
402322,PR.* CC.* JJ.* VB.*,14.0,.* .* .* .*,PR.* CC.* JJ.* VB.*,Only Rough POS
402323,JJ.* VB.* CC.* CC.*,12.0,.* .* .* .*,JJ.* VB.* CC.* CC.*,Only Rough POS
402324,VB.* CC.* CC.* PM.*,71.0,.* .* .* .*,VB.* CC.* CC.* PM.*,Only Rough POS
402325,CC.* PM.* NN.* DT.*,33.0,.* .* .* .*,CC.* PM.* NN.* DT.*,Only Rough POS
402326,PM.* NN.* DT.* JJ.*,11.0,.* .* .* .*,PM.* NN.* DT.* JJ.*,Only Rough POS
402327,NN.* DT.* NN.* VB.*,16.0,.* .* .* .*,NN.* DT.* NN.* VB.*,Only Rough POS
402328,DT.* NN.* VB.* PM.*,9.0,.* .* .* .*,DT.* NN.* VB.* PM.*,Only Rough POS
402329,NN.* VB.* PM.* NN.*,8.0,.* .* .* .*,NN.* VB.* PM.* NN.*,Only Rough POS
402330,CC.* CC.* PM.* FW_PM.*,2.0,.* .* .* .*,CC.* CC.* PM.* FW_PM.*,Only Rough POS
402331,CC.* PM.* FW_PM.* CC.*,3.0,.* .* .* .*,CC.* PM.* FW_PM.* CC.*,Only Rough POS
402332,PM.* FW_PM.* CC.* VB.*,4.0,.* .* .* .*,PM.* FW_PM.* CC.* VB.*,Only Rough POS
402333,VB.* RB.* PM.* NN.*,8.0,.* .* .* .*,VB.* RB.* PM.* NN.*,Only Rough POS
402334,VB.* CC.* PM.* CD.*,25.0,.* .* .* .*,VB.* CC.* PM.* CD.*,Only Rough POS
402335,CC.* PM.* CD.* NN.*,29.0,.* .* .* .*,CC.* PM.* CD.* NN.*,Only Rough POS
402336,PM.* CC.* VB.* RB.*,16.0,.* .* .* .*,PM.* CC.* VB.* RB.*,Only Rough POS
402337,DT.* NN.*_PM.* NN.* NN.*,16.0,.* .* .* .*,DT.* NN.*_PM.* NN.* NN.*,Only Rough POS
402338,NN.*_PM.* NN.* NN.* LM,63.0,.* .* .* .*,NN.*_PM.* NN.* NN.* .*,Only Rough POS
402339,VB.* RB.* RB.* CD.*_PM.*,3.0,.* .* .* .*,VB.* RB.* RB.* CD.*_PM.*,Only Rough POS
402340,NN.* RB.* RB.* RB.*,41.0,.* .* .* .*,NN.* RB.* RB.* RB.*,Only Rough POS
402341,DT.* NN.* CC.* CD.*_PM.*,3.0,.* .* .* .*,DT.* NN.* CC.* CD.*_PM.*,Only Rough POS
402342,VB.* PR.* VB.* PR.*,16.0,.* .* .* .*,VB.* PR.* VB.* PR.*,Only Rough POS
402343,NN.* RB.* JJ.* DT.*,4.0,.* .* .* .*,NN.* RB.* JJ.* DT.*,Only Rough POS
402344,CC.* VB.* PR.* LM,784.0,.* .* .* .*,CC.* VB.* PR.* .*,Only Rough POS
402345,PR.* LM VB.* PR.*,98.0,.* .* .* .*,PR.* .* VB.* PR.*,Only Rough POS
402346,LM VB.* PR.* PR.*,56.0,.* .* .* .*,.* VB.* PR.* PR.*,Only Rough POS
402347,PR.* PR.* CC.* VB.*,11.0,.* .* .* .*,PR.* PR.* CC.* VB.*,Only Rough POS
402348,VB.* PR.* PR.* DT.*,4.0,.* .* .* .*,VB.* PR.* PR.* DT.*,Only Rough POS
402349,PR.* PR.* DT.* NN.*,5.0,.* .* .* .*,PR.* PR.* DT.* NN.*,Only Rough POS
402350,CC.* VB.* PR.* PR.*_PM.*,6.0,.* .* .* .*,CC.* VB.* PR.* PR.*_PM.*,Only Rough POS
402351,PM.* CD.* NN.* DT.*,4.0,.* .* .* .*,PM.* CD.* NN.* DT.*,Only Rough POS
402352,CC.* NN.* CC.*_PM.* JJ.*,11.0,.* .* .* .*,CC.* NN.* CC.*_PM.* JJ.*,Only Rough POS
402353,CC.*_PM.* JJ.* CC.* JJ.*,4.0,.* .* .* .*,CC.*_PM.* JJ.* CC.* JJ.*,Only Rough POS
402354,JJ.* NN.*_PM.* CC.* NN.*,5.0,.* .* .* .*,JJ.* NN.*_PM.* CC.* NN.*,Only Rough POS
402355,JJ.* NN.* DT.* CD.*,3.0,.* .* .* .*,JJ.* NN.* DT.* CD.*,Only Rough POS
402356,NN.* DT.* CD.* CC.*,15.0,.* .* .* .*,NN.* DT.* CD.* CC.*,Only Rough POS
402357,DT.* CD.* CC.* VB.*,9.0,.* .* .* .*,DT.* CD.* CC.* VB.*,Only Rough POS
402358,CC.* RB.* DT.* NN.*_PM.*,8.0,.* .* .* .*,CC.* RB.* DT.* NN.*_PM.*,Only Rough POS
402359,VB.* DT.* CD.* NN.*,20.0,.* .* .* .*,VB.* DT.* CD.* NN.*,Only Rough POS
402360,DT.* CD.* NN.* CC.*,25.0,.* .* .* .*,DT.* CD.* NN.* CC.*,Only Rough POS
402361,CD.* NN.* CC.* DT.*,43.0,.* .* .* .*,CD.* NN.* CC.* DT.*,Only Rough POS
402362,NN.* CC.* CD.* RB.*,21.0,.* .* .* .*,NN.* CC.* CD.* RB.*,Only Rough POS
402363,RB.* CD.* RB.* CC.*,6.0,.* .* .* .*,RB.* CD.* RB.* CC.*,Only Rough POS
402364,CD.* RB.* CC.* NN.*,18.0,.* .* .* .*,CD.* RB.* CC.* NN.*,Only Rough POS
402365,LM VB.* DT.* RB.*,46.0,.* .* .* .*,.* VB.* DT.* RB.*,Only Rough POS
402366,VB.* DT.* RB.* RB.*,2.0,.* .* .* .*,VB.* DT.* RB.* RB.*,Only Rough POS
402367,DT.* RB.* RB.* JJ.*,6.0,.* .* .* .*,DT.* RB.* RB.* JJ.*,Only Rough POS
402368,RB.* RB.* JJ.* NN.*,27.0,.* .* .* .*,RB.* RB.* JJ.* NN.*,Only Rough POS
402369,VB.* CD.* CC.* DT.*,8.0,.* .* .* .*,VB.* CD.* CC.* DT.*,Only Rough POS
402370,CD.* CC.* DT.* JJ.*,15.0,.* .* .* .*,CD.* CC.* DT.* JJ.*,Only Rough POS
402371,LM JJ.* CC.* FW,4750.0,.* .* .* .*,.* JJ.* CC.* .*,Only Rough POS
402372,JJ.* CC.* FW RB.*,226.0,.* .* .* .*,JJ.* CC.* .* RB.*,Only Rough POS
402373,VB.* JJ.* NN.* LM,217.0,.* .* .* .*,VB.* JJ.* NN.* .*,Only Rough POS
402374,CC.* DT.* PR.* DT.*,46.0,.* .* .* .*,CC.* DT.* PR.* DT.*,Only Rough POS
402375,DT.* JJ.* PR.* CC.*,8.0,.* .* .* .*,DT.* JJ.* PR.* CC.*,Only Rough POS
402376,DT.* CD.* CC.* PR.*,3.0,.* .* .* .*,DT.* CD.* CC.* PR.*,Only Rough POS
402377,CD.* CC.* PR.* LM,44.0,.* .* .* .*,CD.* CC.* PR.* .*,Only Rough POS
402378,CC.* NN.* JJ.* PM.*,12.0,.* .* .* .*,CC.* NN.* JJ.* PM.*,Only Rough POS
402379,VB.* JJ.* DT.* JJ.*,4.0,.* .* .* .*,VB.* JJ.* DT.* JJ.*,Only Rough POS
402380,JJ.* DT.* JJ.* NN.*,20.0,.* .* .* .*,JJ.* DT.* JJ.* NN.*,Only Rough POS
402381,CC.* JJ.* NN.* PM.*,18.0,.* .* .* .*,CC.* JJ.* NN.* PM.*,Only Rough POS
402382,VB.* CC.* FW PR.*,419.0,.* .* .* .*,VB.* CC.* .* PR.*,Only Rough POS
402383,CC.* DT.* FW LM,6861.0,.* .* .* .*,CC.* DT.* .* .*,Only Rough POS
402384,DT.* JJ.* CC.* CD.*,5.0,.* .* .* .*,DT.* JJ.* CC.* CD.*,Only Rough POS
402385,RB.* CC.* VB.* NN.*_PM.*,7.0,.* .* .* .*,RB.* CC.* VB.* NN.*_PM.*,Only Rough POS
402386,NN.* CC.* FW PM.*,676.0,.* .* .* .*,NN.* CC.* .* PM.*,Only Rough POS
402387,NN.* CC.* DT.* PM.*,1.0,.* .* .* .*,NN.* CC.* DT.* PM.*,Only Rough POS
402388,DT.* JJ.* NN.* NN.*_PM.*,3.0,.* .* .* .*,DT.* JJ.* NN.* NN.*_PM.*,Only Rough POS
402389,VB.* RB.* RB.* JJ.*,18.0,.* .* .* .*,VB.* RB.* RB.* JJ.*,Only Rough POS
