Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
428101,RBF RB.* VB.* DT.*,33.0,RBF .* .* .*,.* RB.* VB.* DT.*,Mixed POS
428102,DTC NNC CCB JJ.*,120.0,DTC NNC CCB .*,.* .* .* JJ.*,Mixed POS
428103,NNC CCB JJ.* JJ.*,45.0,NNC CCB .* .*,.* .* JJ.* JJ.*,Mixed POS
428104,CCB NN.* DT.* FW,579.0,CCB .* .* .*,.* NN.* DT.* .*,Mixed POS
428105,JJN CC.* NN.* JJ.*,6.0,JJN .* .* .*,.* CC.* NN.* JJ.*,Mixed POS
428106,CCP NN.* JJ.* CC.*,174.0,CCP .* .* .*,.* NN.* JJ.* CC.*,Mixed POS
428107,NNC_CCP JJ.* CC.* NN.*,146.0,NNC_CCP .* .* .*,.* JJ.* CC.* NN.*,Mixed POS
428108,CCT NN.* CC.* RB.*,147.0,CCT .* .* .*,.* NN.* CC.* RB.*,Mixed POS
428109,VBW DT.* PRSP_CCP DT.*,9.0,VBW .* PRSP_CCP .*,.* DT.* .* DT.*,Mixed POS
428110,PRP_CCP VB.* DT.* PR.*,5.0,PRP_CCP .* .* .*,.* VB.* DT.* PR.*,Mixed POS
428111,DTCP NN.* CC.* VB.*,674.0,DTCP .* .* .*,.* NN.* CC.* VB.*,Mixed POS
428112,NNC CCP VB.* NN.*_PM.*,18.0,NNC CCP .* .*,.* .* VB.* NN.*_PM.*,Mixed POS
428113,CCB NN.* CC.* JJ.*,283.0,CCB .* .* .*,.* NN.* CC.* JJ.*,Mixed POS
428114,CCB JJ.* NN.* CCP,108.0,CCB .* .* CCP,.* JJ.* NN.* .*,Mixed POS
428115,JJD_CCP NN.* CCP RB.*,34.0,JJD_CCP .* CCP .*,.* NN.* .* RB.*,Mixed POS
428116,CCP RB.* VB.* NN.*,26.0,CCP .* .* .*,.* RB.* VB.* NN.*,Mixed POS
428117,RBM VB.* NN.* CC.*,14.0,RBM .* .* .*,.* VB.* NN.* CC.*,Mixed POS
428118,NNP CC.* CC.* PR.*,54.0,NNP .* .* .*,.* CC.* CC.* PR.*,Mixed POS
428119,CCT PR.* JJ.* NN.*,128.0,CCT .* .* .*,.* PR.* JJ.* NN.*,Mixed POS
428120,CCB NN.* CC.* NN.*,1009.0,CCB .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428121,PRI CC.* PR.* LM,77.0,PRI .* .* .*,.* CC.* PR.* .*,Mixed POS
428122,CCT PR.* LM DT.*,121.0,CCT .* .* .*,.* PR.* .* DT.*,Mixed POS
428123,PRSP LM DT.* NN.*,17.0,PRSP .* .* .*,.* .* DT.* NN.*,Mixed POS
428124,LM DTCP NN.* CC.*,3167.0,.* DTCP .* .*,.* .* NN.* CC.*,Mixed POS
428125,NNP NN.* LM VBTS,102.0,NNP .* .* VBTS,.* NN.* .* .*,Mixed POS
428126,CCB VB.* DT.* NNC,130.0,CCB .* .* NNC,.* VB.* DT.* .*,Mixed POS
428127,CCB DT.* NN.* RB.*,100.0,CCB .* .* .*,.* DT.* NN.* RB.*,Mixed POS
428128,NNC DTC PRSP_CCP DT.*,9.0,NNC DTC PRSP_CCP .*,.* .* .* DT.*,Mixed POS
428129,CCB JJ.* NN.* RBW_CCP,16.0,CCB .* .* RBW_CCP,.* JJ.* NN.* .*,Mixed POS
428130,JJD_CCP NN.* RBW_CCP JJD_CCP,3.0,JJD_CCP .* RBW_CCP JJD_CCP,.* NN.* .* .*,Mixed POS
428131,CCB NN.* PRO CC.*,14.0,CCB .* PRO .*,.* NN.* .* CC.*,Mixed POS
428132,NNC_CCP PRO CC.* NN.*,13.0,NNC_CCP PRO .* .*,.* .* CC.* NN.*,Mixed POS
428133,PRO CC.* NN.* CC.*,49.0,PRO .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428134,NNC CCB NN.* RB.*,191.0,NNC CCB .* .*,.* .* NN.* RB.*,Mixed POS
428135,CCB NN.* RB.* RBQ,40.0,CCB .* .* RBQ,.* NN.* RB.* .*,Mixed POS
428136,RBQ VB.* DT.* DTCP,13.0,RBQ .* .* DTCP,.* VB.* DT.* .*,Mixed POS
428137,DTP NN.* CC.* RB.*,30.0,DTP .* .* .*,.* NN.* CC.* RB.*,Mixed POS
428138,CCP VB.* CC.* NN.*,1903.0,CCP .* .* .*,.* VB.* CC.* NN.*,Mixed POS
428139,CCB NN.* CCP VB.*,572.0,CCB .* CCP .*,.* NN.* .* VB.*,Mixed POS
428140,NNPA CCP VB.* DT.*,17.0,NNPA CCP .* .*,.* .* VB.* DT.*,Mixed POS
428141,DTCP NN.* CC.* NN.*_PM.*,359.0,DTCP .* .* .*,.* NN.* CC.* NN.*_PM.*,Mixed POS
428142,NNC CCP VB.* CC.*,1095.0,NNC CCP .* .*,.* .* VB.* CC.*,Mixed POS
428143,CCP VB.* CC.* NN.*,1903.0,CCP .* .* .*,.* VB.* CC.* NN.*,Mixed POS
428144,CCB NN.* DT.* JJD_CCP,12.0,CCB .* .* JJD_CCP,.* NN.* DT.* .*,Mixed POS
428145,DTC JJD_CCP PM.* NN.*,8.0,DTC JJD_CCP .* .*,.* .* PM.* NN.*,Mixed POS
428146,JJD_CCP PM.* NN.* CC.*,22.0,JJD_CCP .* .* .*,.* PM.* NN.* CC.*,Mixed POS
428147,CCT VB.* NN.* CC.*,96.0,CCT .* .* .*,.* VB.* NN.* CC.*,Mixed POS
428148,NNPA CCB VB.* DT.*,6.0,NNPA CCB .* .*,.* .* VB.* DT.*,Mixed POS
428149,VBOF DT.* NN.* CC.*,415.0,VBOF .* .* .*,.* DT.* NN.* CC.*,Mixed POS
428150,VBAF RB.* CC.* NN.*,61.0,VBAF .* .* .*,.* RB.* CC.* NN.*,Mixed POS
428151,LM RBF VB.* PM.*,23.0,.* RBF .* .*,.* .* VB.* PM.*,Mixed POS
428152,CCB NN.* LM VB.*,1805.0,CCB .* .* .*,.* NN.* .* VB.*,Mixed POS
428153,LM VBTR_VBAF CC.* NN.*,286.0,.* VBTR_VBAF .* .*,.* .* CC.* NN.*,Mixed POS
428154,VBTR_VBAF CC.* NN.* CC.*,146.0,VBTR_VBAF .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428155,CCB NN.* PM.* NN.*,54.0,CCB .* .* .*,.* NN.* PM.* NN.*,Mixed POS
428156,NNP RB.* CC.* DT.*,15.0,NNP .* .* .*,.* RB.* CC.* DT.*,Mixed POS
428157,RBL CC.* DT.* JJ.*,12.0,RBL .* .* .*,.* CC.* DT.* JJ.*,Mixed POS
428158,DTCP JJ.* LM VBTR,7.0,DTCP .* .* VBTR,.* JJ.* .* .*,Mixed POS
428159,VBS CC.* DT.* NN.*,28.0,VBS .* .* .*,.* CC.* DT.* NN.*,Mixed POS
428160,DTC DTCP NNP CC.*,27.0,DTC DTCP NNP .*,.* .* .* CC.*,Mixed POS
428161,NNC CCT DT.* NN.*,162.0,NNC CCT .* .*,.* .* DT.* NN.*,Mixed POS
428162,CCB NN.* CC.* NN.*,1009.0,CCB .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428163,NNP CC.* NN.* CC.*,503.0,NNP .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428164,CCA NN.* CC.* NN.*,135.0,CCA .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428165,CCB JJ.* CC.* PM.*,9.0,CCB .* .* .*,.* JJ.* CC.* PM.*,Mixed POS
428166,JJD_CCP CC.* PM.* NN.*,19.0,JJD_CCP .* .* .*,.* CC.* PM.* NN.*,Mixed POS
428167,PMS NN.* CCT PR.*,38.0,PMS .* CCT .*,.* NN.* .* PR.*,Mixed POS
428168,CCT PR.* CC.* DT.*,39.0,CCT .* .* .*,.* PR.* CC.* DT.*,Mixed POS
428169,CCP VB.* PM.* NN.*,144.0,CCP .* .* .*,.* VB.* PM.* NN.*,Mixed POS
428170,VBRF PM.* NN.* CC.*,9.0,VBRF .* .* .*,.* PM.* NN.* CC.*,Mixed POS
428171,PMS JJ.* NN.* CCP,18.0,PMS .* .* CCP,.* JJ.* NN.* .*,Mixed POS
428172,JJD_CCP NN.* CCP DT.*,39.0,JJD_CCP .* CCP .*,.* NN.* .* DT.*,Mixed POS
428173,CCP VB.* CC.* PR.*,383.0,CCP .* .* .*,.* VB.* CC.* PR.*,Mixed POS
428174,VBOF CC.* PR.* CC.*,14.0,VBOF .* .* .*,.* CC.* PR.* CC.*,Mixed POS
428175,DTP NN.* CC.* JJ.*,39.0,DTP .* .* .*,.* NN.* CC.* JJ.*,Mixed POS
428176,JJD_CCP NN.* VB.* CC.*,12.0,JJD_CCP .* .* .*,.* NN.* VB.* CC.*,Mixed POS
428177,RBD CC.* VB.* CC.*,86.0,RBD .* .* .*,.* CC.* VB.* CC.*,Mixed POS
428178,CCP VB.* CC.* PR.*,383.0,CCP .* .* .*,.* VB.* CC.* PR.*,Mixed POS
428179,VBW CC.* PR.* NN.*,99.0,VBW .* .* .*,.* CC.* PR.* NN.*,Mixed POS
428180,VBTR PRS_CCP VB.* DT.*,4.0,VBTR PRS_CCP .* .*,.* .* VB.* DT.*,Mixed POS
428181,PRS_CCP VB.* DT.* DT.*,6.0,PRS_CCP .* .* .*,.* VB.* DT.* DT.*,Mixed POS
428182,DTCP NN.* CC.* NN.*_PM.*,359.0,DTCP .* .* .*,.* NN.* CC.* NN.*_PM.*,Mixed POS
428183,CCT NN.* CC.* NN.*_PM.*_PM.*,26.0,CCT .* .* .*,.* NN.* CC.* NN.*_PM.*_PM.*,Mixed POS
428184,NNP LM VBTS RB.*,173.0,NNP .* VBTS .*,.* .* .* RB.*,Mixed POS
428185,LM VBTS RB.* CC.*,285.0,.* VBTS .* .*,.* .* RB.* CC.*,Mixed POS
428186,VBTS RB.* CC.* NN.*,180.0,VBTS .* .* .*,.* RB.* CC.* NN.*,Mixed POS
428187,NNC CCB NN.* CD.*,50.0,NNC CCB .* .*,.* .* NN.* CD.*,Mixed POS
428188,CCB NN.* CD.* RBW,10.0,CCB .* .* RBW,.* NN.* CD.* .*,Mixed POS
428189,NNC_CCP CD.* RB.* CD.*_PM.*,4.0,NNC_CCP .* .* .*,.* CD.* RB.* CD.*_PM.*,Mixed POS
428190,VBW NN.* PMS VB.*,1.0,VBW .* PMS .*,.* NN.* .* VB.*,Mixed POS
428191,NNC PMS VB.* CC.*,18.0,NNC PMS .* .*,.* .* VB.* CC.*,Mixed POS
428192,LM VBTS RB.* JJ.*,71.0,.* VBTS .* .*,.* .* RB.* JJ.*,Mixed POS
428193,VBTS RB.* JJ.* DT.*,5.0,VBTS .* .* .*,.* RB.* JJ.* DT.*,Mixed POS
428194,CCP VB.* CC.* JJ.*,422.0,CCP .* .* .*,.* VB.* CC.* JJ.*,Mixed POS
428195,VBTS CC.* JJ.* NN.*_PM.*,39.0,VBTS .* .* .*,.* CC.* JJ.* NN.*_PM.*,Mixed POS
428196,LM RBD_CCP VB.* CC.*,276.0,.* RBD_CCP .* .*,.* .* VB.* CC.*,Mixed POS
428197,PRSP_CCP JJ.* NN.* CC.*,63.0,PRSP_CCP .* .* .*,.* JJ.* NN.* CC.*,Mixed POS
428198,JJN_CCP NN.* CC.* NN.*_PM.*,82.0,JJN_CCP .* .* .*,.* NN.* CC.* NN.*_PM.*,Mixed POS
428199,CCP VB.* LM DT.*,963.0,CCP .* .* .*,.* VB.* .* DT.*,Mixed POS
428200,NNP LM VBTS_CCP VB.*,45.0,NNP .* VBTS_CCP .*,.* .* .* VB.*,Mixed POS
428201,LM VBTS_CCP VB.* CC.*,65.0,.* VBTS_CCP .* .*,.* .* VB.* CC.*,Mixed POS
428202,VBTS_CCP VB.* CC.* NN.*,33.0,VBTS_CCP .* .* .*,.* VB.* CC.* NN.*,Mixed POS
428203,VBTS DT.* JJN_CCP NN.*,15.0,VBTS .* JJN_CCP .*,.* DT.* .* NN.*,Mixed POS
428204,RBW VB.* DT.* NNC_PMC,6.0,RBW .* .* NNC_PMC,.* VB.* DT.* .*,Mixed POS
428205,VBTR DTC NNP CC.*,16.0,VBTR DTC NNP .*,.* .* .* CC.*,Mixed POS
428206,RBW DT.* PRSP_CCP NN.*,11.0,RBW .* PRSP_CCP .*,.* DT.* .* NN.*,Mixed POS
428207,RBW VB.* DT.* NNC,77.0,RBW .* .* NNC,.* VB.* DT.* .*,Mixed POS
428208,VBTR DTC NNC DT.*,4.0,VBTR DTC NNC .*,.* .* .* DT.*,Mixed POS
428209,LM VBTS DT.* NN.*,452.0,.* VBTS .* .*,.* .* DT.* NN.*,Mixed POS
428210,NNP CC.* JJ.* PM.*,22.0,NNP .* .* .*,.* CC.* JJ.* PM.*,Mixed POS
428211,CDB CC.* CC.* PM.*,7.0,CDB .* .* .*,.* CC.* CC.* PM.*,Mixed POS
428212,PMS NN.* CCT NN.*,78.0,PMS .* CCT .*,.* NN.* .* NN.*,Mixed POS
428213,VBW CC.* JJ.* NN.*,128.0,VBW .* .* .*,.* CC.* JJ.* NN.*,Mixed POS
428214,JJN_CCP NN.* CC.* NN.*_PM.*,82.0,JJN_CCP .* .* .*,.* NN.* CC.* NN.*_PM.*,Mixed POS
428215,VBTS CC.* DT.* NN.*,546.0,VBTS .* .* .*,.* CC.* DT.* NN.*,Mixed POS
428216,RBL CC.* NN.* CC.*,199.0,RBL .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428217,DTC JJD_CCP CC.* PM.*,5.0,DTC JJD_CCP .* .*,.* .* CC.* PM.*,Mixed POS
428218,JJD_CCP CC.* PM.* JJ.*,6.0,JJD_CCP .* .* .*,.* CC.* PM.* JJ.*,Mixed POS
428219,PMS JJ.* CC.* VB.*,36.0,PMS .* .* .*,.* JJ.* CC.* VB.*,Mixed POS
428220,JJD CC.* VB.* CC.*,219.0,JJD .* .* .*,.* CC.* VB.* CC.*,Mixed POS
428221,CCT VB.* NN.* CC.*,96.0,CCT .* .* .*,.* VB.* NN.* CC.*,Mixed POS
428222,VBTR_CCP NN.* CC.* NN.*,67.0,VBTR_CCP .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428223,DTCP NN.* CC.* RB.*,128.0,DTCP .* .* .*,.* NN.* CC.* RB.*,Mixed POS
428224,NNC CCP RB.* VB.*,135.0,NNC CCP .* .*,.* .* RB.* VB.*,Mixed POS
428225,CCT DT.* JJ.* NNC_PMP_PMS,2.0,CCT .* .* NNC_PMP_PMS,.* DT.* JJ.* .*,Mixed POS
428226,NNC LM VBTS RB.*,321.0,NNC .* VBTS .*,.* .* .* RB.*,Mixed POS
428227,DTC NNC CCP DT.*,40.0,DTC NNC CCP .*,.* .* .* DT.*,Mixed POS
428228,CCP DT.* NN.* CC.*,872.0,CCP .* .* .*,.* DT.* NN.* CC.*,Mixed POS
428229,NNC RBK RB.* VBTS,25.0,NNC RBK .* VBTS,.* .* RB.* .*,Mixed POS
428230,CCP DT.* JJD_CCP NNP,5.0,CCP .* JJD_CCP NNP,.* DT.* .* .*,Mixed POS
428231,DTC JJD_CCP NN.* CC.*,339.0,DTC JJD_CCP .* .*,.* .* NN.* CC.*,Mixed POS
428232,NNP CC.* RB.* VB.*,61.0,NNP .* .* .*,.* CC.* RB.* VB.*,Mixed POS
428233,NNC RBK RB.* VBS,2.0,NNC RBK .* VBS,.* .* RB.* .*,Mixed POS
428234,CCT CC.* DT.* NN.*,72.0,CCT .* .* .*,.* CC.* DT.* NN.*,Mixed POS
428235,CCP NN.* CC.* JJ.*,479.0,CCP .* .* .*,.* NN.* CC.* JJ.*,Mixed POS
428236,NNC CCT JJ.* DT.*,15.0,NNC CCT .* .*,.* .* JJ.* DT.*,Mixed POS
428237,CCT JJ.* DT.* NNC,40.0,CCT .* .* NNC,.* JJ.* DT.* .*,Mixed POS
428238,DTCP NN.* CC.* NN.*_PM.*,359.0,DTCP .* .* .*,.* NN.* CC.* NN.*_PM.*,Mixed POS
428239,VBTF CC.* JJ.* CC.*,45.0,VBTF .* .* .*,.* CC.* JJ.* CC.*,Mixed POS
428240,NNC CCT DT.* VB.*,40.0,NNC CCT .* .*,.* .* DT.* VB.*,Mixed POS
428241,CCT DT.* VB.* CC.*,96.0,CCT .* .* .*,.* DT.* VB.* CC.*,Mixed POS
428242,DTCP VB.* CC.* NN.*_PM.*,54.0,DTCP .* .* .*,.* VB.* CC.* NN.*_PM.*,Mixed POS
428243,VBOF CC.* NN.* DT.*,81.0,VBOF .* .* .*,.* CC.* NN.* DT.*,Mixed POS
428244,VBOF DT.* NN.* PM.*,16.0,VBOF .* .* .*,.* DT.* NN.* PM.*,Mixed POS
428245,CCT NN.* CC.* PR.*,391.0,CCT .* .* .*,.* NN.* CC.* PR.*,Mixed POS
428246,NNC CCB PR.* DT.*,37.0,NNC CCB .* .*,.* .* PR.* DT.*,Mixed POS
428247,CCB PR.* DT.* NN.*,79.0,CCB .* .* .*,.* PR.* DT.* NN.*,Mixed POS
428248,PRI DT.* NN.* CC.*,7.0,PRI .* .* .*,.* DT.* NN.* CC.*,Mixed POS
428249,CCT NN.* LM VB.*,1062.0,CCT .* .* .*,.* NN.* .* VB.*,Mixed POS
428250,CCT DT.* NN.* RB.*,74.0,CCT .* .* .*,.* DT.* NN.* RB.*,Mixed POS
428251,DTCP NN.* RB.* RB.*,37.0,DTCP .* .* .*,.* NN.* RB.* RB.*,Mixed POS
428252,LM RBF JJ.* CC.*,96.0,.* RBF .* .*,.* .* JJ.* CC.*,Mixed POS
428253,RBF JJ.* CC.* DT.*,21.0,RBF .* .* .*,.* JJ.* CC.* DT.*,Mixed POS
428254,CCA CC.* PR.* NN.*,27.0,CCA .* .* .*,.* CC.* PR.* NN.*,Mixed POS
428255,CCB PR.* NN.* LM,634.0,CCB .* .* .*,.* PR.* NN.* .*,Mixed POS
428256,PRI_CCP NN.* LM VBAF,51.0,PRI_CCP .* .* VBAF,.* NN.* .* .*,Mixed POS
428257,LM VBAF CC.* JJ.*,243.0,.* VBAF .* .*,.* .* CC.* JJ.*,Mixed POS
428258,VBAF CC.* JJ.* NN.*,148.0,VBAF .* .* .*,.* CC.* JJ.* NN.*,Mixed POS
428259,CCT NN.* CC.* RB.*,147.0,CCT .* .* .*,.* NN.* CC.* RB.*,Mixed POS
428260,RBF RB.* VB.* CC.*,91.0,RBF .* .* .*,.* RB.* VB.* CC.*,Mixed POS
428261,VBTR CCP NN.* CC.*,37.0,VBTR CCP .* .*,.* .* NN.* CC.*,Mixed POS
428262,CCP NN.* CC.* CD.*,117.0,CCP .* .* .*,.* NN.* CC.* CD.*,Mixed POS
428263,CCB CD.* PM.* NN.*,10.0,CCB .* .* .*,.* CD.* PM.* NN.*,Mixed POS
428264,NNC LM RBL JJ.*,35.0,NNC .* RBL .*,.* .* .* JJ.*,Mixed POS
428265,LM RBL JJ.* CC.*,71.0,.* RBL .* .*,.* .* JJ.* CC.*,Mixed POS
428266,CCP NN.* JJ.* CC.*,174.0,CCP .* .* .*,.* NN.* JJ.* CC.*,Mixed POS
428267,NNC JJD CC.* NN.*_PM.*,17.0,NNC JJD .* .*,.* .* CC.* NN.*_PM.*,Mixed POS
428268,NNC LM RBL CC.*,40.0,NNC .* RBL .*,.* .* .* CC.*,Mixed POS
428269,LM RBL CC.* NN.*,409.0,.* RBL .* .*,.* .* CC.* NN.*,Mixed POS
428270,CCT VB.* DT.* NNC,138.0,CCT .* .* NNC,.* VB.* DT.* .*,Mixed POS
428271,NNC CCT PR.* JJ.*,63.0,NNC CCT .* .*,.* .* PR.* JJ.*,Mixed POS
428272,CCB RB.* CC.* NN.*_PM.*,9.0,CCB .* .* .*,.* RB.* CC.* NN.*_PM.*,Mixed POS
428273,LM VBTR CC.* JJ.*,214.0,.* VBTR .* .*,.* .* CC.* JJ.*,Mixed POS
428274,CCT JJ.* NN.* RBW,30.0,CCT .* .* RBW,.* JJ.* NN.* .*,Mixed POS
428275,JJD_CCP NN.* RBW DTC,5.0,JJD_CCP .* RBW DTC,.* NN.* .* .*,Mixed POS
428276,VBAF CC.* JJ.* CC.*,114.0,VBAF .* .* .*,.* CC.* JJ.* CC.*,Mixed POS
428277,CCP VB.* DT.* NNC_CCP,29.0,CCP .* .* NNC_CCP,.* VB.* DT.* .*,Mixed POS
428278,NNC_CCP NN.* CCT JJ.*,15.0,NNC_CCP .* CCT .*,.* NN.* .* JJ.*,Mixed POS
428279,NNC CCT JJ.* NN.*,228.0,NNC CCT .* .*,.* .* JJ.* NN.*,Mixed POS
428280,DTCP NN.* CC.* NN.*,923.0,DTCP .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428281,NNC CCP NN.* LM,124.0,NNC CCP .* .*,.* .* NN.* .*,Mixed POS
428282,JJD RB.* CC.* NN.*,46.0,JJD .* .* .*,.* RB.* CC.* NN.*,Mixed POS
428283,NNP NN.* CCA DT.*,8.0,NNP .* CCA .*,.* NN.* .* DT.*,Mixed POS
428284,NNC LM VBH_CCP NN.*,3.0,NNC .* VBH_CCP .*,.* .* .* NN.*,Mixed POS
428285,LM VBH_CCP NN.* CC.*,13.0,.* VBH_CCP .* .*,.* .* NN.* CC.*,Mixed POS
428286,NNC CCB NN.* CC.*,896.0,NNC CCB .* .*,.* .* NN.* CC.*,Mixed POS
428287,CCR CC.* PR.* NN.*,33.0,CCR .* .* .*,.* CC.* PR.* NN.*,Mixed POS
428288,PRSP_CCP NN.* CC.* JJ.*,27.0,PRSP_CCP .* .* .*,.* NN.* CC.* JJ.*,Mixed POS
428289,NNP CC.* NN.* DT.*,40.0,NNP .* .* .*,.* CC.* NN.* DT.*,Mixed POS
428290,CCP VB.* DT.* NNP,262.0,CCP .* .* NNP,.* VB.* DT.* .*,Mixed POS
428291,NNC CCB JJ.* PM.*,33.0,NNC CCB .* .*,.* .* JJ.* PM.*,Mixed POS
428292,CCB JJ.* PM.* NN.*,23.0,CCB .* .* .*,.* JJ.* PM.* NN.*,Mixed POS
428293,VBS CC.* NN.* CC.*,51.0,VBS .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428294,CCA DT.* NN.* LM,452.0,CCA .* .* .*,.* DT.* NN.* .*,Mixed POS
428295,JJD DT.* NNP CCT,5.0,JJD .* NNP CCT,.* DT.* .* .*,Mixed POS
428296,NNC_CCP NN.* LM VBTS,84.0,NNC_CCP .* .* VBTS,.* NN.* .* .*,Mixed POS
428297,VBTR DTC NNP CC.*,16.0,VBTR DTC NNP .*,.* .* .* CC.*,Mixed POS
428298,CCB DT.* NN.* NN.*,88.0,CCB .* .* .*,.* DT.* NN.* NN.*,Mixed POS
428299,NNC_CCP NN.* CCT JJ.*,15.0,NNC_CCP .* CCT .*,.* NN.* .* JJ.*,Mixed POS
428300,CCT JJ.* NN.* CCP,95.0,CCT .* .* CCP,.* JJ.* NN.* .*,Mixed POS
428301,CCB DT.* NN.* NN.*_PM.*,25.0,CCB .* .* .*,.* DT.* NN.* NN.*_PM.*,Mixed POS
428302,JJD CC.* NN.* RB.*,133.0,JJD .* .* .*,.* CC.* NN.* RB.*,Mixed POS
428303,CCT JJ.* NN.* PMS,9.0,CCT .* .* PMS,.* JJ.* NN.* .*,Mixed POS
428304,JJD_CCP NN.* PMS NN.*,14.0,JJD_CCP .* PMS .*,.* NN.* .* NN.*,Mixed POS
428305,NNC CCB NN.* NN.*_PM.*,205.0,NNC CCB .* .*,.* .* NN.* NN.*_PM.*,Mixed POS
428306,CCP VB.* CC.* DT.*,490.0,CCP .* .* .*,.* VB.* CC.* DT.*,Mixed POS
428307,NNC CCT VB.* CC.*,119.0,NNC CCT .* .*,.* .* VB.* CC.*,Mixed POS
428308,JJD_CCP NN.* LM CCT,232.0,JJD_CCP .* .* CCT,.* NN.* .* .*,Mixed POS
428309,CCT VB.* DT.* JJ.*,35.0,CCT .* .* .*,.* VB.* DT.* JJ.*,Mixed POS
428310,NNP NN.* CCP VB.*,32.0,NNP .* CCP .*,.* NN.* .* VB.*,Mixed POS
428311,CCP VB.* CC.* DT.*,490.0,CCP .* .* .*,.* VB.* CC.* DT.*,Mixed POS
428312,CCR PM.* VB.* RB.*,6.0,CCR .* .* .*,.* PM.* VB.* RB.*,Mixed POS
428313,JJD_CCP JJ.* NNC CCB,18.0,JJD_CCP .* NNC CCB,.* JJ.* .* .*,Mixed POS
428314,CCT NN.* CC.* RB.*,147.0,CCT .* .* .*,.* NN.* CC.* RB.*,Mixed POS
428315,JJCS_JJD_CCP NN.* CC.* NN.*,78.0,JJCS_JJD_CCP .* .* .*,.* NN.* CC.* NN.*,Mixed POS
428316,PMS NN.*_PM.* NN.* CC.*,2.0,PMS .* .* .*,.* NN.*_PM.* NN.* CC.*,Mixed POS
428317,NNC CCB NN.*_PM.* LM,44.0,NNC CCB .* .*,.* .* NN.*_PM.* .*,Mixed POS
428318,RBW_CCP NN.* CC.* CC.*,16.0,RBW_CCP .* .* .*,.* NN.* CC.* CC.*,Mixed POS
428319,CCP FW PM.* NN.*,530.0,CCP .* .* .*,.* .* PM.* NN.*,Mixed POS
428320,PMS NN.* CCT FW,228.0,PMS .* CCT .*,.* NN.* .* .*,Mixed POS
428321,NNC CCT FW PM.*,137.0,NNC CCT .* .*,.* .* .* PM.*,Mixed POS
428322,CCT FW PM.* NN.*,191.0,CCT .* .* .*,.* .* PM.* NN.*,Mixed POS
428323,FW PMS NN.* CC.*,851.0,.* PMS .* .*,.* .* NN.* CC.*,Mixed POS
428324,NNC CCB JJ.* PM.*,33.0,NNC CCB .* .*,.* .* JJ.* PM.*,Mixed POS
428325,PMS NN.* LM VBTR,64.0,PMS .* .* VBTR,.* NN.* .* .*,Mixed POS
428326,VBTR CCP VB.* CC.*,64.0,VBTR CCP .* .*,.* .* VB.* CC.*,Mixed POS
428327,VBTR_VBAF CC.* NN.* CC.*,146.0,VBTR_VBAF .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428328,VBW PM.* VB.* CC.*,11.0,VBW .* .* .*,.* PM.* VB.* CC.*,Mixed POS
428329,PMS_ DT.* NNC LM,16906.0,.* NNC .*,DT.* .* .*,Mixed POS
428330,DTC RBW RB.* CCP,3.0,DTC RBW .* CCP,.* .* RB.* .*,Mixed POS
428331,RBW RB.* CC.* NN.*,10.0,RBW .* .* .*,.* RB.* CC.* NN.*,Mixed POS
428332,RBI CC.* NN.* CC.*,123.0,RBI .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428333,CCP NN.* CC.* FW,7584.0,CCP .* .* .*,.* NN.* CC.* .*,Mixed POS
428334,CCT PR.* JJ.* FW,257.0,CCT .* .* .*,.* PR.* JJ.* .*,Mixed POS
428335,JJD_CCP FW PM.* NN.*,49.0,JJD_CCP .* .* .*,.* .* PM.* NN.*,Mixed POS
428336,RBR CC.* NN.* PRO,7.0,RBR .* .* PRO,.* CC.* NN.* .*,Mixed POS
428337,NNC PRO LM VB.*,41.0,NNC PRO .* .*,.* .* .* VB.*,Mixed POS
428338,PMS CD.* CCP JJ.*,7.0,PMS .* CCP .*,.* CD.* .* JJ.*,Mixed POS
428339,CCP JJ.* NN.* CCT,191.0,CCP .* .* CCT,.* JJ.* NN.* .*,Mixed POS
428340,JJCS_JJD_CCP NN.* CC.* CC.*,8.0,JJCS_JJD_CCP .* .* .*,.* NN.* CC.* CC.*,Mixed POS
428341,VBTS CC.* NN.* CC.*,893.0,VBTS .* .* .*,.* CC.* NN.* CC.*,Mixed POS
428342,JJD_CCP NN.* CCP VB.*,173.0,JJD_CCP .* CCP .*,.* NN.* .* VB.*,Mixed POS
428343,CCP VB.* CC.* JJ.*,422.0,CCP .* .* .*,.* VB.* CC.* JJ.*,Mixed POS
428344,VBAF CC.* JJ.* NN.*,148.0,VBAF .* .* .*,.* CC.* JJ.* NN.*,Mixed POS
428345,VBW JJ.* CC.* NN.*,13.0,VBW .* .* .*,.* JJ.* CC.* NN.*,Mixed POS
