CC.* VB.*::CCT VBTR_VBAF_CCP::200560
LM JJ.* VB.* RB.*::LM JJN_CCP VBTS RBW_CCP::429621
CC.* NN.* PM.* PR.*::CCT NNC PMS PRI_CCP::429622
NN.* PM.* PR.* NN.*::NNC PMS PRI_CCP NNC::429623
PM.* PR.* NN.* CC.*::PMS PRI_CCP NNC CCB::429624
VB.* CC.* JJ.* NN.*::VBAF CCT JJN_CCP NNC::429625
NN.* CC.* NN.* CD.*_PM.*::NNC CCB NNP CDB_PMC::429626
PR.* LM VB.* CC.*::PRO LM VBOF CCT::429627
CC.* FW CC.* JJ.*::CCT FW CCP JJD::429628
CC.* CD.* CC.* NN.*_PM.*::CCT CDB CCP NNC_PMC::429629
PR.* NN.* CC.* CC.*::PRQ_CCP NNC CCT CCT::429630
VB.* DT.* NN.* RB.*::VBTS DTC NNC RBW_CCP::429631
NN.* RB.* NN.* CD.*_PM.*::NNC RBW_CCP NNP CDB_PMC::429632
PM.* CD.* NN.* CC.*::PMS CDB NNC CCP::429633
NN.* CC.* CC.* NN.*_PM.*::NNC CCT CCT NNP_PMS::429634
CC.* CC.* NN.*_PM.* NN.*::CCT CCT NNP_PMS NNCA::429635
CC.* VB.* RB.* CD.*_PM.*::CCP VBTS RBW_CCP CDB_PMC::429636
NN.* PM.* CD.* LM::NNPA PMS CDB LM::429637
CC.* NN.* CC.* DT.*::CCB NNP CCA DTCP::429638
VB.* CC.* CC.* JJ.*::VBTS CCT CCT JJD_CCP::429639
CC.* VB.* CC.* NN.*::CCP VBTF CCB NNP::429640
CC.* RB.* LM RB.*::CCT RBW LM RBD::429641
RB.* PM.* NN.* CC.*::RBD PMS NNC CCP::429642
PM.* NN.* CC.* VB.*::PMS NNC CCP VBTF::429643
NN.* CC.* VB.* DT.*::NNC CCP VBTF DTC::429644
DT.* NN.* CC.* JJ.*_PM.*::DTCP NNC CCP JJD_PMC::429645
LM VB.* RB.* CC.*::LM VBTF RBI CCT::429646
CC.* NN.* PR.* LM::CCP NNC PRO LM::429647
CC.* NN.* VB.* DT.*::CCB NNC VBS DTC::429648
NN.* CC.* PM.* NN.*::NNC_CCP CCR PMS NNC::429649
NN.* CC.* PR.* NN.*::NNP CCB PRI_CCP NNC_CCP::429650
CC.* PR.* NN.* NN.*::CCB PRI_CCP NNC_CCP NNC::429651
PR.* NN.* NN.* CC.*::PRI_CCP NNC_CCP NNC CCT::429652
NN.* NN.* CC.* NN.*::NNC_CCP NNC CCT NNP::429653
CC.* NN.* CC.* VB.*::CCT NNP CCB VBOF::429654
CC.* VB.* DT.* PR.*::CCB VBOF DTC PRSP_CCP::429655
PR.* LM VB.* RB.*::PRS LM VBAF RBI::429656
RB.* CC.* VB.* CC.*::RBI CCB VBW CCT::429657
VB.* CC.* PR.* JJ.*::VBW CCT PRSP_CCP JJD_CCP::429658
CC.* DT.* NN.* NN.*::CCP DTP NNP NNCA::429659
DT.* NN.* NN.* PM.*::DTP NNP NNCA PMS::429660
NN.* CC.* CC.* PM.*::NNP CCA CCR PMS::429661
PM.* NN.* LM RB.*::PMS NNP LM RBF::429662
LM RB.* VB.* CC.*::LM RBF VBS CCP::429663
CC.* VB.* DT.* NN.*::CCP VBTF DTP NNP::429664
LM VB.* CC.* VB.*::LM VBTS CCP VBAF::429665
VB.* CC.* VB.* CC.*::VBTS CCP VBAF CCT::429666
PR.* LM JJ.* CC.*::PRO LM JJCS CCP::429667
CC.* JJ.* NN.* CC.*::CCP JJD_CCP NNC CCB::429668
JJ.* NN.* CC.* PR.*::JJD_CCP NNC CCB PRI_CCP::429669
PR.* NN.* CC.* NN.*::PRI_CCP NNC CCB NNC_CCP::429670
VB.* RB.* PR.* NN.*::VBN RBI_CCP PRI_CCP NNC::429671
RB.* PR.* NN.* RB.*::RBI_CCP PRI_CCP NNC RBW::429672
RB.* VB.* DT.* NN.*::RBW VBW DTP NNP::429673
CC.* NN.* CC.* RB.*::CCT NNC CCP RBW_CCP::429674
NN.* CC.* DT.* JJ.*::NNC CCT DTCP JJD_CCP::429675
DT.* JJ.* VB.* CC.*::DTCP JJD_CCP VBTR CCT::429676
JJ.* VB.* CC.* NN.*::JJD_CCP VBTR CCT NNC::429677
NN.* CC.* RB.* NN.*::NNC CCP RBL NNP::429678
NN.* JJ.* CC.* NN.*_PM.*::NNP JJC CCB NNP_PMC::429679
CC.* CC.* NN.* DT.*::CCB CCT NNC DTC::429680
JJ.* DT.* DT.* JJ.*::JJD DTC DTCP JJD_CCP::429681
CC.* DT.* NN.* NN.*::CCB DTCP NNC_CCP NNC::429682
DT.* NN.* NN.* CC.*::DTCP NNC_CCP NNC CCT::429683
NN.* CC.* NN.* JJ.*::NNC CCT NNP JJC::429684
CC.* NN.* JJ.* CC.*::CCT NNP JJC CCB::429685
PR.* LM VB.* CC.*::PRO LM VBTS CCP::429686
VB.* CC.* VB.* CC.*::VBTS CCP VBOF CCT::429687
VB.* CC.* NN.* CC.*::VBOF CCT NNP CCB::429688
CC.* NN.* CC.* NN.*::CCB NNP CCT NNP_CCP::429689
JJ.* DT.* NN.* RB.*::JJD_CCP DTCP NNC RBW_CCP::429690
VB.* NN.* CC.* PM.*::VBH NNC CCP PMS::429691
NN.* CC.* PM.* CD.*::NNC CCP PMS CDB::429692
NN.* PM.* NN.* RB.*::NNP PMS NNP RBW_CCP::429693
PR.* DT.* JJ.* CC.*::PRO DTC JJCS_JJD CCT::429694
DT.* JJ.* CC.* NN.*::DTC JJCS_JJD CCT NNC::429695
JJ.* CC.* NN.* CC.*::JJCS_JJD CCT NNC CCB::429696
DT.* JJ.* PM.* NN.*::DTCP JJD PMS NNP::429697
JJ.* PM.* NN.* CC.*::JJD PMS NNP CCT::429698
VB.* CC.* JJ.* CC.*::VBW CCT JJD CCB::429699
NN.* RB.* RB.* NN.*::NNP RBW_CCP RBW_CCP NNC::429700
CC.* VB.* NN.* CC.*::CCP VBW NNC CCT::429701
CC.* JJ.* NN.* CC.*::CCT JJC_CCP NNC CCP::429702
VB.* CC.* CC.* NN.*::VBTR CCP CCT NNP::429703
CC.* CC.* NN.* NN.*_PM.*::CCP CCT NNP NNP_PMP::429704
DT.* NN.* CC.* NN.*::DTCP NNC CCP NNP::429705
CC.* NN.* LM VB.*::CCP NNP LM VBTR::429706
NN.* LM VB.* RB.*::NNP LM VBTR RBI::429707
LM VB.* RB.* CC.*::LM VBTR RBI CCB::429708
CC.* VB.* DT.* NN.*::CCP VBW DTC NNC::429709
DT.* NN.* CC.* PR.*::DTCP NNC CCT PRI_CCP::429710
NN.* CC.* PR.* NN.*_PM.*::NNC CCT PRI_CCP NNC_PMP::429711
LM VB.* CC.* VB.*::LM VBTS CCP VBW::429712
NN.* CC.* NN.* CC.*::NNC CCT NNP CCA::429713
CC.* VB.* CC.* NN.*_PM.*::CCT VBTF CCP NNC_PMP::429714
DT.* DT.* JJ.* NN.*::DTC DTCP JJD NNC::429715
DT.* JJ.* NN.* CC.*::DTCP JJD NNC CCB::429716
PR.* CC.* NN.* CC.*::PRO CCT NNC CCB::429717
CC.* VB.* CC.* VB.*::CCP VBTR CCT VBW::429718
CC.* VB.* DT.* DT.*::CCA VBW DTC DTCP::429719
NN.* CC.* RB.* NN.*_PM.*::NNC CCP RBL NNC_PMP::429720
JJ.* DT.* NN.* DT.*::JJD_CCP DTCP NNC DTC::429721
DT.* NN.* DT.* VB.*::DTCP NNC DTC VBTS::429722
DT.* NN.* CC.* VB.*::DTC NNC CCT VBW::429723
CC.* FW CC.* VB.*::CCB FW CCP VBTS::429724
NN.* CC.* VB.* DT.*::NNP CCA VBOF DTC::429725
NN.* CC.* RB.* VB.*::NNC CCP RBF VBAF::429726
CC.* RB.* VB.* CC.*::CCP RBF VBAF CCB::429727
NN.* LM VB.* RB.*::NNC LM VBTS_CCP RBD::429728
LM VB.* RB.* PM.*::LM VBTS_CCP RBD PMS::429729
VB.* RB.* PM.* NN.*::VBTS_CCP RBD PMS NNC::429730
CC.* VB.* NN.* CC.*::CCA VBH NNC CCP::429731
VB.* DT.* NN.* NN.*_PM.*::VBS DTP NNP NNP_PMC::429732
PR.* NN.* CC.* NN.*::PRI_CCP NNP CCP NNC::429733
CC.* FW CC.* VB.*::CCB FW CCP VBTR::429734
CC.* PR.* DT.* NN.*_PM.*::CCB PRSP_CCP DTCP NNC_PMP::429735
VB.* DT.* JJ.* NN.*::VBH DTCP JJD_CCP NNC::429736
CC.* VB.* CC.* JJ.*::CCP VBAF CCB JJD::429737
JJ.* PM.* CD.* NN.*::JJD PMS CDB NNC::429738
NN.* CC.* NN.* RB.*::NNC CCT NNP RBW_CCP::429739
CC.* NN.* RB.* JJ.*::CCT NNP RBW_CCP JJN::429740
CC.* VB.* JJ.* DT.*::CCP VBH JJD_CCP DTCP::429741
VB.* JJ.* DT.* NN.*::VBH JJD_CCP DTCP NNC::429742
JJ.* DT.* NN.* LM::JJD_CCP DTCP NNC LM::429743
DT.* CD.* CC.* DT.*::DTC CDB CCT DTCP::429744
LM VB.* CC.* JJ.*::LM VBAF CCT JJD::429745
PR.* LM VB.* CC.*::PRP LM VBTS CCT::429746
VB.* CC.* JJ.* NN.*_PM.*::VBTS CCT JJN_CCP NNC_PMP::429747
NN.* CC.* CC.* PR.*::NNC CCR CCT PRQ_CCP::429748
NN.* VB.* CC.* DT.*::NNC_CCP VBOF CCB DTCP::429749
VB.* CC.* JJ.* NN.*_PM.*::VBTR CCT JJD_CCP NNC_PMC::429750
CC.* NN.* CC.* NN.*::CCT NNP CCB NNC::429751
DT.* VB.* NN.* CC.*::DTC VBTR_CCP NNC CCB::429752
VB.* NN.* CC.* NN.*::VBTR_CCP NNC CCB NNC::429753
DT.* NN.* CC.* CD.*::DTC NNC CCB CDB::429754
CC.* NN.* CC.* VB.*::CCP NNC CCT VBOF::429755
CC.* VB.* DT.* NN.*::CCT VBOF DTC NNP::429756
LM VB.* CC.* NN.*::LM VBTF CCT NNC_CCP::429757
CC.* DT.* NN.* LM::CCA DTC NNPA LM::429758
NN.* CC.* RB.* RB.*::NNC CCT RBK RBQ::429759
CC.* RB.* RB.* DT.*::CCT RBK RBQ DTC::429760
VB.* NN.* CC.* DT.*::VBH NNC CCT DTCP::429761
VB.* CC.* NN.* DT.*::VBTR CCB NNPA DTC::429762
NN.* CC.* NN.* CC.*::NNPA CCT NNC CCB::429763
NN.* CC.* NN.* CC.*::NNC CCB NNPA CCT::429764
CC.* NN.* CC.* NN.*::CCB NNPA CCT NNC::429765
NN.* CC.* NN.* CC.*::NNPA CCT NNC CCP::429766
CC.* NN.* CC.* RB.*::CCT NNC CCP RBF::429767
NN.* CC.* RB.* PR.*::NNC CCP RBF PRO::429768
JJ.* CC.* NN.* CC.*::JJD CCP NNC CCR::429769
RB.* RB.* NN.* CC.*::RBW RBW_CCP NNC CCB::429770
VB.* JJ.* NN.* CC.*::VBTS JJD_CCP NNC CCP::429771
JJ.* NN.* CC.* DT.*::JJD_CCP NNC CCP DTC::429772
CC.* JJ.* NN.* JJ.*_PM.*::CCT JJN_CCP NNC_CCP JJD_PMC::429773
CC.* DT.* PR.* NN.*::CCT DTC PRI_CCP NNC::429774
DT.* VB.* CC.* FW::DTC VBTS CCT FW::429775
VB.* CC.* FW CC.*::VBTS CCT FW CCB::429776
CC.* FW CC.* NN.*::CCT FW CCB NNPA::429777
CC.* NN.* CC.* VB.*::CCB NNPA CCP VBTR::429778
NN.* CC.* PR.* CC.*::NNPA CCT PRI CCB::429779
CC.* PR.* CC.* NN.*::CCT PRI CCB NNC::429780
CC.* NN.* CC.* VB.*::CCB NNP CCP VBOF::429781
VB.* DT.* NN.* PR.*::VBOF DTC NNC PRO::429782
DT.* NN.* CC.* CC.*::DTCP NNC CCA CCB::429783
NN.* CC.* CC.* RB.*::NNC CCA CCB RBI::429784
CC.* CC.* RB.* DT.*::CCA CCB RBI DTC::429785
NN.* LM VB.* RB.*::NNC LM VBOF RBI::429786
LM VB.* RB.* CC.*::LM VBOF RBI CCT::429787
PR.* LM DT.* NN.*::PRO LM DTC NNC::429788
LM VB.* DT.* DT.*::LM VBOF DTC DTCP::429789
DT.* VB.* CC.* DT.*::DTC VBTR CCB DTCP::429790
VB.* CC.* DT.* NN.*::VBTR CCB DTCP NNC_CCP::429791
DT.* NN.* NN.* CC.*::DTCP NNC_CCP NNP CCT::429792
NN.* NN.* CC.* NN.*::NNC_CCP NNP CCT NNP::429793
CC.* NN.* RB.* NN.*::CCT NNP RBW_CCP NNC::429794
NN.* CC.* DT.* NN.*_PM.*::NNC CCB DTCP NNP_PMP::429795
NN.* CC.* VB.* PR.*::NNP CCP VBTS PRS::429796
CC.* VB.* PR.* NN.*::CCP VBTS PRS NNC::429797
DT.* NN.* CC.* CD.*::DTCP NNC CCB CDB::429798
CC.* CD.* NN.* NN.*::CCB CDB NNC_CCP NNC::429799
NN.* NN.* CC.* NN.*_PM.*::NNC_CCP NNC CCB NNP_PMP::429800
NN.* RB.* NN.* DT.*::NNP RBW_CCP NNP DTC::429801
RB.* NN.* DT.* DT.*::RBW_CCP NNP DTC DTCP::429802
VB.* CC.* DT.* NN.*::VBTR CCP DTCP NNC::429803
CC.* DT.* NN.* CC.*::CCP DTCP NNC CCT::429804
NN.* LM VB.* CC.*::NNPA LM VBAF CCT::429805
CC.* DT.* DT.* JJ.*::CCT DTC DTCP JJD_CCP::429806
CC.* NN.* LM JJ.*::CCT NNC LM JJD::429807
NN.* LM JJ.* RB.*::NNC LM JJD RBI::429808
LM JJ.* RB.* CC.*::LM JJD RBI CCT::429809
JJ.* RB.* CC.* NN.*::JJD RBI CCT NNC::429810
CC.* NN.* CC.* FW_PM.*::CCT NNC CCB FW_PMC::429811
NN.* LM VB.* RB.*::NNC LM VBTS RBR::429812
LM VB.* RB.* CC.*::LM VBTS RBR CCT::429813
RB.* CC.* NN.* CC.*::RBR CCT NNC CCP::429814
NN.* CC.* PR.* CC.*::NNC CCP PRO CCT::429815
VB.* DT.* NN.* CC.*::VBTR_CCP DTC NNC CCB::429816
NN.* LM VB.* CC.*::NNC LM VBW CCA::429817
CC.* JJ.* CC.* JJ.*::CCT JJD CCB JJD_CCP::429818
JJ.* CC.* JJ.* NN.*_PM.*::JJD CCB JJD_CCP NNC_PMC::429819
CC.* JJ.* JJ.* NN.*::CCB JJD_CCP JJD_CCP NNC::429820
JJ.* NN.* LM VB.*::JJD_CCP NNC LM VBTR_CCP::429821
NN.* LM VB.* VB.*::NNC LM VBTR_CCP VBH::429822
NN.* CC.* DT.* VB.*::NNC CCB DTCP VBH::429823
CC.* DT.* VB.* PM.*::CCB DTCP VBH PMS::429824
DT.* VB.* PM.* NN.*::DTCP VBH PMS NNC::429825
DT.* CC.* PM.* NN.*::DTCP CCR PMS NNC::429826
LM VB.* RB.* DT.*::LM VBTS RBW_CCP DTP::429827
CC.* NN.* LM VB.*::CCB NNC LM VBTR::429828
CC.* PR.* NN.* NN.*::CCT PRQ_CCP NNC_CCP NNC::429829
PR.* NN.* NN.* CC.*::PRQ_CCP NNC_CCP NNC CCB::429830
VB.* CC.* FW CC.*::VBTS CCB FW CCP::429831
CC.* FW CC.* DT.*::CCB FW CCP DTP::429832
CC.* DT.* NN.* NN.*_PM.*::CCP DTP NNP NNP_PMS::429833
CC.* NN.* VB.* CC.*::CCT NNC VBW CCB::429834
CC.* VB.* DT.* DT.*::CCP VBW DTC DTCP::429835
DT.* DT.* NN.* RB.*::DTC DTCP NNP RBW_CCP::429836
CC.* DT.* DT.* JJ.*::CCP DTC DTCP JJD::429837
CC.* NN.* DT.* VB.*::CCP NNC DTC VBOF::429838
JJ.* NN.* LM DT.*::JJD_CCP NNC LM DTC::429839
LM DT.* JJ.* CC.*::LM DTC JJCS_JJD CCP::429840
DT.* JJ.* CC.* VB.*_PM.*::DTC JJCS_JJD CCP VBTS_PMC::429841
DT.* VB.* RB.* NN.*::DTC VBTS RBW_CCP NNP::429842
LM VB.* CC.* VB.*::LM VBTS CCT VBW::429843
VB.* CC.* VB.* CC.*::VBTS CCT VBW CCP::429844
CC.* NN.* JJ.* CC.*::CCB NNC_CCP JJD CCA::429845
JJ.* CC.* NN.* RB.*::JJD CCB NNC RBW_CCP::429846
NN.* RB.* JJ.* NN.*::NNC RBW_CCP JJD_CCP NNC::429847
RB.* JJ.* NN.* CC.*::RBW_CCP JJD_CCP NNC CCT::429848
NN.* CC.* JJ.* CC.*::NNC CCT JJCS_JJD CCP::429849
JJ.* CC.* NN.* RB.*::JJCS_JJD CCP NNC RBL::429850
NN.* RB.* CC.* VB.*::NNC RBL CCT VBTS::429851
VB.* RB.* RB.* CD.*_PM.*::VBTS RBW RBW_CCP CDB_PMP::429852
NN.* CC.* VB.* CC.*::NNC CCT VBW CCB::429853
CC.* VB.* CC.* NN.*::CCT VBW CCB NNC::429854
RB.* RB.* VB.* DT.*::RBF RBI VBTS DTC::429855
NN.* CC.* VB.* CC.*::NNP CCA VBTR CCT::429856
CC.* CC.* NN.* PR.*_PM.*::CCT CCT NNC_CCP PRO_PMP::429857
DT.* NN.* CC.* JJ.*::DTC NNC CCB JJD::429858
JJ.* CC.* JJ.* NN.*::JJD CCB JJD_CCP NNC::429859
NN.* CC.* JJ.* CD.*::NNC CCB JJD_CCP CDB::429860
JJ.* JJ.* CC.* VB.*::JJD JJC CCT VBTS::429861
CC.* VB.* RB.* JJ.*::CCP VBTS RBW_CCP JJD_CCP::429862
VB.* RB.* JJ.* NN.*::VBTS RBW_CCP JJD_CCP NNC::429863
RB.* JJ.* NN.* CC.*::RBW_CCP JJD_CCP NNC CCB::429864
RB.* RB.* CD.* DT.*::RBW RBW_CCP CDB DTC::429865
RB.* CD.* DT.* NN.*::RBW_CCP CDB DTC NNC::429866
CD.* DT.* NN.* LM::CDB DTC NNC LM::429867
LM VB.* CC.* DT.*::LM VBAF CCB DTCP::429868
CC.* CC.* NN.* CC.*::CCP CCR NNC CCB::429869
CC.* NN.* CC.* JJ.*::CCP NNC CCT JJD_CCP::429870
NN.* CC.* JJ.* NN.*::NNC CCT JJD_CCP NNC_CCP::429871
RB.* VB.* CC.* DT.*::RBF VBTR CCP DTC::429872
VB.* CC.* DT.* FW::VBTR CCP DTC FW::429873
CC.* DT.* FW CC.*::CCP DTC FW CCB::429874
NN.* CC.* DT.* RB.*::NNC CCT DTCP RBW_CCP::429875
NN.* LM VB.* CC.*::NNPA LM VBTR CCB::429876
VB.* CC.* NN.* CC.*::VBTR CCB NNC CCA::429877
CC.* NN.* CC.* NN.*_PM.*::CCT NNC CCA NNC_PMP::429878
LM JJ.* CC.* NN.*::LM JJD CCB NNP::429879
JJ.* CC.* NN.* FW::JJD CCB NNP FW::429880
CC.* VB.* DT.* DT.*::CCT VBW DTC DTCP::429881
DT.* FW CC.* NN.*::DTC FW CCP NNC::429882
DT.* NN.* NN.* CC.*::DTCP NNP_CCP NNC CCB::429883
NN.* NN.* CC.* NN.*::NNP_CCP NNC CCB NNC::429884
NN.* CC.* CC.* PR.*::NNC CCR CCT PRSP_CCP::429885
DT.* NN.* LM DT.*::DTP NNP LM DTC::429886
NN.* RB.* CC.* FW::NNC RBL CCT FW::429887
RB.* JJ.* DT.* NN.*::RBW_CCP JJD_CCP DTCP NNC::429888
DT.* NN.* CC.* VB.*::DTP NNP CCP VBTS::429889
NN.* CC.* VB.* PR.*::NNP CCP VBTS PRO::429890
PR.* CC.* PR.* LM::PRO CCP PRS LM::429891
CC.* PR.* RB.* NN.*::CCA PRI RBI_CCP NNC::429892
PR.* RB.* NN.* CC.*::PRI RBI_CCP NNC CCP::429893
RB.* NN.* CC.* NN.*::RBI_CCP NNC CCP NNP::429894
CC.* NN.* DT.* NN.*_PM.*::CCT NNC DTP NNP_PMP::429895
NN.* CC.* VB.* RB.*::NNC CCP VBTS RBW_CCP::429896
VB.* RB.* JJ.* NN.*::VBTS RBW_CCP JJD_CCP NNP::429897
CC.* FW CC.* NN.*::CCT FW CCB NNP::429898
LM VB.* CC.* DT.*::LM VBTS CCB DTCP::429899
NN.* CC.* VB.* CC.*::NNC CCA VBTR CCP::429900
CC.* NN.* CC.* PR.*::CCT NNP CCT PRSP_CCP::429901
NN.* CC.* PR.* NN.*::NNP CCT PRSP_CCP NNC::429902
CC.* PR.* NN.* RB.*::CCT PRSP_CCP NNC RBR::429903
NN.* CC.* NN.* CC.*::NNPA CCB NNP CCP::429904
DT.* NN.* LM VB.*::DTCP NNP LM VBTR::429905
VB.* CC.* VB.* CC.*::VBTR CCP VBW CCB::429906
NN.* CC.* RB.* JJ.*::NNC CCB RBF JJD_CCP::429907
PR.* CC.* VB.* DT.*::PRO CCP VBOF DTC::429908
DT.* NN.* NN.* CC.*::DTC NNP_CCP NNC CCB::429909
PR.* LM VB.* CC.*::PRS LM VBW CCA::429910
DT.* PR.* RB.* JJ.*::DTC PRI RBI_CCP JJD::429911
PR.* LM VB.* RB.*::PRS LM VBTS RBW::429912
VB.* NN.* CC.* NN.*::VBTS NNC CCT NNP::429913
CC.* NN.* CC.* DT.*::CCT NNP CCB DTCP::429914
CC.* DT.* JJ.* NN.*::CCB DTCP JJN_CCP NNC::429915
JJ.* NN.* CC.* NN.*_PM.*::JJN_CCP NNC CCB NNP_PMP::429916
NN.* NN.* LM VB.*::NNP_CCP NNC LM VBTS::429917
VB.* CC.* DT.* VB.*::VBTS CCP DTC VBW::429918
VB.* DT.* NN.* CC.*::VBW DTP NNP CCA::429919
LM VB.* CC.* DT.*::LM VBRF CCT DTCP::429920
RB.* PR.* VB.* CC.*::RBF PRO VBTS CCB::429921
NN.* LM RB.* CC.*::NNP LM RBD CCT::429922
LM RB.* CC.* DT.*::LM RBD CCT DTCP::429923
CC.* JJ.* NN.* DT.*::CCB JJD_CCP NNC DTP::429924
NN.* CC.* JJ.* CC.*::NNP CCT JJD CCB::429925
CC.* NN.* CC.* RB.*::CCB NNC CCA RBW::429926
RB.* VB.* DT.* DT.*::RBW VBW DTC DTCP::429927
CC.* PR.* DT.* NN.*_PM.*::CCT PRSP_CCP DTCP NNC_PMP::429928
CC.* VB.* CC.* NN.*_PM.*::CCP VBTS CCT NNP_PMC::429929
DT.* NN.* CC.* PR.*::DTP NNP CCP PRI::429930
NN.* CC.* PR.* CC.*::NNP CCP PRI CCT::429931
CC.* PR.* NN.* CC.*_PM.*::CCT PRI_CCP NNC CCP_PMS::429932
PR.* RB.* VB.* NN.*::PRI_CCP RBF VBTR_CCP NNC::429933
VB.* NN.* CC.* VB.*::VBTR_CCP NNC CCP VBTS::429934
CC.* VB.* CC.* DT.*::CCP VBTS CCT DTCP::429935
NN.* CC.* VB.* CC.*::NNC CCA VBTR_VBAF CCT::429936
CC.* VB.* CC.* NN.*::CCA VBTR_VBAF CCT NNC::429937
VB.* CC.* NN.* CC.*::VBTR_VBAF CCT NNC CCB::429938
CC.* DT.* DT.* JJ.*::CCP DTC DTCP JJD_CCP::429939
NN.* LM VB.* VB.*::NNP LM VBS VBW::429940
DT.* NN.* CC.* CC.*::DTP NNP CCA CCT::429941
PR.* NN.* CC.* FW::PRI_CCP NNC CCT FW::429942
NN.* CC.* FW CC.*::NNC CCT FW CCB::429943
FW LM VB.* CC.*::FW LM VBTR CCP::429944
CC.* VB.* JJ.* NN.*::CCP VBN_CCP JJD_CCP NNC::429945
VB.* JJ.* NN.* CC.*::VBN_CCP JJD_CCP NNC CCT::429946
CC.* JJ.* NN.* CC.*::CCB JJN_CCP NNC CCA::429947
JJ.* NN.* CC.* DT.*::JJN_CCP NNC CCA DTC::429948
DT.* JJ.* JJ.* NN.*::DTC JJCS JJD_CCP NNC::429949
JJ.* JJ.* NN.* CC.*::JJCS JJD_CCP NNC CCT::429950
VB.* NN.* CC.* NN.*::VBTR_CCP NNC CCA NNC::429951
JJ.* NN.* CC.* RB.*::JJD_CCP NNC CCP RBM::429952
VB.* NN.* CC.* DT.*::VBTS NNC CCT DTCP::429953
NN.* CC.* DT.* NN.*_PM.*::NNC CCT DTCP NNC_PMP::429954
FW CC.* DT.* NN.*::FW CCP DTC NNC::429955
CC.* NN.* LM VB.*::CCA NNP LM VBTF::429956
NN.* LM VB.* JJ.*::NNP LM VBTF JJD::429957
LM VB.* JJ.* CC.*::LM VBTF JJD CCT::429958
CC.* NN.* DT.* DT.*::CCT NNC_CCP DTC DTCP::429959
CC.* NN.* LM RB.*::CCT NNP LM RBM::429960
CC.* CC.* DT.* NN.*::CCP CCB DTCP NNC::429961
DT.* RB.* NN.* CC.*::DTCP RBL NNC CCB::429962
CC.* NN.* CC.* JJ.*::CCB NNC CCA JJD_CCP::429963
NN.* CC.* JJ.* NN.*_PM.*::NNC CCA JJD_CCP NNC_PMP::429964
NN.* CC.* DT.* NN.*::NNC CCB DTCP NNP_CCP::429965
CC.* DT.* NN.* NN.*::CCB DTCP NNP_CCP NNC::429966
DT.* NN.* NN.* CC.*::DTCP NNP_CCP NNC CCT::429967
NN.* NN.* CC.* NN.*::NNP_CCP NNC CCT NNC::429968
NN.* RB.* JJ.* DT.*::NNC RBW_CCP JJD_CCP DTCP::429969
CC.* DT.* NN.* PM.*::CCP DTC NNC PMS::429970
NN.* PM.* JJ.* CC.*::NNC PMS JJD CCB::429971
NN.* CC.* CC.* NN.*::NNP CCA CCB NNC::429972
CC.* CC.* NN.* LM::CCA CCB NNC LM::429973
LM RB.* VB.* JJ.*::LM RBF VBTF JJD::429974
CC.* DT.* NN.* DT.*::CCB DTCP NNC DTP::429975
DT.* NN.* DT.* NN.*::DTCP NNC DTP NNP::429976
NN.* DT.* NN.* CC.*::NNC DTP NNP CCP::429977
CC.* NN.* DT.* PR.*::CCB NNP DTC PRI::429978
NN.* DT.* PR.* CC.*::NNP DTC PRI CCB::429979
DT.* PR.* CC.* JJ.*::DTC PRI CCB JJD_CCP::429980
PR.* CC.* JJ.* NN.*::PRI CCB JJD_CCP NNC::429981
NN.* LM VB.* PM.*::NNC LM VBTR PMS::429982
VB.* PM.* NN.* CC.*::VBTR PMS NNC CCT::429983
NN.* CC.* DT.* DT.*::NNC CCT DTC DTCP::429984
DT.* NN.* CC.* PR.*::DTCP NNC CCP PRO::429985
CC.* PR.* LM RB.*::CCP PRO LM RBF::429986
PR.* LM RB.* RB.*::PRO LM RBF RBI::429987
LM RB.* RB.* JJ.*::LM RBF RBI JJD_CCP::429988
VB.* DT.* NN.* CC.*::VBTR DTC NNC CCP::429989
CC.* VB.* CC.* DT.*::CCP VBW CCB DTCP::429990
CC.* NN.* CC.* DT.*::CCA NNC CCP DTP::429991
CC.* NN.* CC.* CD.*_PM.*::CCT NNC CCP CDB_PMP::429992
LM VB.* CC.* DT.*::LM VBTS CCP DTP::429993
VB.* CC.* DT.* NN.*::VBTS CCP DTP NNP::429994
NN.* RB.* JJ.* PM.*::NNPA RBW_CCP JJN PMS::429995
CC.* DT.* VB.* NN.*::CCT DTCP VBTS NNC::429996
DT.* VB.* NN.* CC.*::DTCP VBTS NNC CCT::429997
LM CC.* CC.* PR.*::LM CCR CCT PRSP_CCP::429998
CC.* PR.* NN.* CC.*::CCT PRSP_CCP NNC CCP::429999
NN.* CD.* CC.* DT.*::NNP CDB CCA DTC::430000
VB.* CC.* PR.* NN.*::VBTS CCT PRSP_CCP NNC_CCP::430001
NN.* VB.* CC.* NN.*_PM.*::NNC_CCP VBTS CCT NNP_PMC::430002
CC.* JJ.* CD.* CC.*::CCB JJD_CCP CDB CCP::430003
JJ.* CD.* CC.* NN.*::JJD_CCP CDB CCP NNC::430004
NN.* NN.* LM VB.*::NNP NNP LM VBTS_CCP::430005
NN.* LM VB.* VB.*::NNP LM VBTS_CCP VBH::430006
LM VB.* VB.* NN.*::LM VBTS_CCP VBH NNC::430007
